Stock Code;Bar Code;Stock Description;Retail Price Incl.;Count
15045;6005721006496;RUW JIGSAW BLADE 2PK RJ-T144D;R 23.00;
15046;6005721006557;RUW JIGSAW BLADE 2PK RJ-U144D;R 22.00;
15047;;RUW DRILL BIT 8PCS SET INSERT;R 132.60;
15048;6005721106400;RUW CABLE TIES 4.8X267 BLACK;R 17.00;
15057;;MASONRY NAILS 40MM (500G);R 33.80;
15061;6003064002014;DURAM NS6 GAL/IRON PRIMER 5LT;R 425.00;
15063;;LS INDUST LACQUER WHITE 5L;R 444.50;
15064;6004765194107;BRUSH - ENSIGN 25MM;R 28.50;
15065;;NAA RAGGING GARRET STAIN 20LT;R 1,145.00;
15076;;NAA ANTIQUE PENETRATING 20LT;R 1,320.00;
15081;;TRIMMING KNIFE FIX BLADE P/T;R 26.50;
15083;;MTS TROWEL O/C W/HNDL 150MM;R 58.00;
15084;;PT HAND FORK LASHER;R 63.00;
15085;;TAP CONNECTOR 3/4 INCH EFEKTO;R 14.40;
15092;;T/L HACKSAW FRAME PROFESSIONAL;R 54.70;
15093;;MTS BLOWTORCH TYPHOON;R 254.00;
15095;;PT BOLSTER ELECTRICIAN 55MM;R 56.40;
15101;;W/B STAIN BLIND RED 25LT;R 424.50;
15102;;W/B STAIN BLIND MUSHROOM 25LT;R 450.50;
15103;;W/B STAIN TAN 25LT;R 437.50;
15105;;W/B FOIL T/C WHITE 25LT;R 862.50;
15106;;W/B FOIL T/C BLACK 25LT;R 810.50;
15107;;W/B FOIL T/C BLIND TAN 25LT;R 967.00;
15108;;W/B FOIL T/C BLIND RED 25LT;R 1,229.00;
15109;;W/B FOIL T/C B/MUSHROOM 25LT;R 1,303.00;
15110;;W/B FOIL T/C MAHOGONY 25LT;R 1,280.50;
15111;;DRUM DEPOSIT 25LT;R 51.30;
15112;6004765194206;BRUSH - ENSIGN 50MM;R 53.50;
15116;6003789001637;BRUSH - BEE 25MM F0163;R 13.00;
15117;6003789001651;BRUSH - BEE 50MM F0165;R 23.50;
15118;6003789001675;BRUSH - BEE 75MM F0167;R 37.00;
15119;6003789001682;BRUSH - BEE 100MM F0168;R 53.00;
15121;;MTS SPRAYON SPOT PUTTY 400GR;R 98.50;
15123;;MTS SPRAYON BURN/COMP. 250ML;R 57.50;
15124;;MTS SPRAYON RUB/COMP. 250ML;R 57.50;
15126;;W/B FOIL T/C JAVA 25LT;R 1,099.50;
15127;;M/M MIXING CUP 1.4LT;R 24.00;
15135;;ZEL TOILET ROLLER HOLDER WDN;R 45.70;
15136;;PT AXE LASHER H/D 1.8KG;R 308.00;
15137;;PL SCHOOLBOARD BLACK 5LT;R 426.00;
15140;6001062022904;DX TRADE HICHEM L/GREY 5LT;R 963.00;
15142;6003789058044;LAMBSWOOL REFILL 50MM F5804;R 17.00;
15143;6003789058037;LAMBSWOOL ROLLER 50MM (A) F5803;R 28.50;
15144;6003789059676;ROLLER SUP/RAD 110MM F5967;R 28.00;
15146;;W/B FOIL T/C CHERRY 25LT;R 1,254.50;
15147;;W/B FOIL T/C CREME WASH 25LT;R 970.00;
15148;;W/B FOIL T/C OREGAN 25LT;R 1,047.50;
15152;6001062018679;DX LUXURIOUS SILK BASE 9 20LT;R 2,495.00;
15161;;W/B FOIL T/C CLEAR 25LT;R 742.00;
15167;;W/B FOIL T/C DB NATURAL 25LT;R 1,099.50;
15172;;BASE ONLY - G.L.M. PASTEL 20L;R 1,465.00;
15173;;DEK TRADE L/S SMOKEY GLASS 20L;R 1,349.00;
15174;;BRUMMER W/F SAPELE 500GR;R 23.00;
15176;6004765194305;BRUSH - ENSIGN 75MM;R 99.50;
15177;6004765194404;BRUSH - ENSIGN 100MM;R 140.50;
15178;;WINDOW S/STAY B / 270MM;R 101.00;
15179;6003789059508;REFILL SUP/RAD 50MM ACADEMY F5950;R 12.00;
15180;6003789059522;REFILL SUP/RAD 110MM ACADEMY F5952;R 17.50;
15181;;MTS ELEC MULTIPLUG 5WAY;R 70.60;
15182;;PLUGTOP PVC 15A WHT/BLK;R 15.50;
15189;;W/B FOIL T/C BLIND D/MAPLE 25L;R 1,022.00;
15190;;W/B FOIL T/C GOLD 25LT;R 1,229.00;
15191;;W/B FOIL T/C SILVER 25LT;R 970.00;
15192;;W/B FOIL T/C WALNUT 25LT;R 1,254.50;
15195;;INTERSHEEN 579 RED 5LT;R 491.80;
15215;;NO1 FIRSTCOAT NDF SEALER 25LT;R 1,107.00;
15216;6004596001827;DURAM ROOFKOTE PACIFIC BLUE 5LT;R 251.50;
15217;6004596001902;DURAM ROOFKOTE BISCUIT 20LT;R 947.00;
15221;;NAA NATFURN LUCA STAIN 20LT;R 731.50;
15231;;PMB W/B VACUME MAHOGANY 25LT;R 435.00;
15232;;PAINT REMOVER 400ML AEROSOL;R 32.60;
15233;;C/S BARRIER RELEASE PINE 20LT;R 1,188.30;
15236;;DEK TRADE L/S CHAPS 20LT;R 1,349.00;
15239;;WIRE BRUSH CUP 75MM M14X2 ZEL;R 60.50;
15240;;ZEL WIRE CUP KNOTTED 65MM;R 80.50;
15241;;ZEL WIRE CUP KNOTTED 100MM;R 173.50;
15246;;MAK RUBBER DISC+NUT SET 125MM;R 180.50;
15247;;MAK RUBBER DISC+NUT SET 170MM;R 300.80;
15249;;T/C BACKING PAD RUBBER 180X22M;R 167.60;
15254;;SPRAYGUN GASKET S106;R 25.00;
15261;;WINDOW DIPPING OIL 200LT;R 3,199.00;
15262;;CAN - WHITE 25LT;R 97.00;
15352;6001606260489;PL AEROLAK FLOURES. ROCKET RED;R 80.00;
15360;6007560009263;GEN CARPENTERS COLD GLUE 500ML;R 43.00;
15362;;ALCOLIN 190 WOOD GLUE 25KG;R 1,362.50;
15364;;REC HT PARAFFIN 1LT;R 0.00;
15365;;BRUMMER W/F OREGAN PINE 500GM;R 23.00;
15372;5004765194152;BRUSH - ENSIGN 38MM;R 35.50;
15377;;PL FLOOR FROTHY COFFEE 5LT;R 545.00;
15378;;C/S SELF ETCH ACTIVATOR 5LT;R 476.00;
15390;;W/B H/S DIP STN YELLOW 1LT;R 26.00;
15392;;W/B H/S DIP STN BLACK 1LT;R 24.50;
15397;6004596002978;DURAM FLEXEMENT 25LT;R 1,860.00;
15399;;DRUM - O/T + LIDS & RINGS 200L;R 316.50;
15400;;H/R SMOOTH RED 250ML;R 72.00;
15402;;DEK QD SILVER GREY RAL7001 5LT;R 220.00;
15404;6001743041033;ALCOLIN COLD GLUE 250ML;R 55.00;
15411;6004765187024;MOHAIR REFILL 50MM (H);R 18.50;
15414;;ZEL SPRAY S/SHINE YELLOW 400ML;R 44.00;
15462;;LS QD CLASS GREEN 5LT;R 459.50;
15464;6009600990470;POWAFIX DROP SHEETS (2.6X3.6MT;R 35.00;
15465;6004596000974;DURAM PAINT STRIPPER 5LT;R 359.00;
15466;;LANCOWAX PP1362D KG;R 0.00;
15469;;HOLA ABERDARE BLUE + A/F 200LT;R 4,143.00;
15470;;DEK TIMBER PVA ABERDARE BLUE 20LT;R 495.40;
15483;;MG DURAGLAZE WHITE SATIN 25LT;R 1,428.00;
15485;;PROSTRUCT 689 MASONRY WHTE 5LT;R 508.50;
15486;6004912000398;PROLONG ACRYLPROOF GREY 20LT;R 864.00;
15492;;NAA POPEYE MANGO STAIN 1LT;R 79.00;
15496;;HT RETARDER THINNERS 25L;R 671.00;
15503;;NAA WHISKY WALNUT STAIN 20LT;R 826.00;
15508;;LS AC GLOSS MID CHROME 5LT;R 376.00;
15509;;LS AC GLOSS MID CHROME 1LT;R 98.50;
15510;;LS AC GLOSS SCARLET TONER 20LT;R 1,434.50;
15511;;LS AC GLOSS SCARLET TONER 5LT;R 374.00;
15512;;LS AC GLOSS GREEN TONER 5LT;R 399.50;
15514;;LS AC GLOSS P O RED 5LT;R 495.50;
15516;;LS ACID CATALYST 800ML;R 60.50;
15517;;LS ACID CATALYST 200ML;R 22.00;
15519;;LS LACQUER THINNERS 200LT;R 4,845.50;
15520;;LS LACQUER THINNERS 25LT;R 712.00;
15525;;LS AC PRIMER WHITE 200LT;R 10,400.00;
15537;;LS ETCH PRIMER RED 200LT;R 7,994.50;
15538;;LS ETCH PRIMER RED 20LT;R 894.00;
15539;;LS ETCH PRIMER RED 5LT;R 243.00;
15545;;LS ACID CATALYST 5LT;R 296.00;
15546;;LS QD SIGNAL RED 5LT;R 307.00;
15547;;LS AC GLOSS CARAMEL 20LT;R 1,159.50;
15548;;LS AC GLOSS YELLOW OXIDE 25LT;R 1,465.50;
15556;;LS QD P O RED 5LT;R 369.00;
15562;;LS AC MATT BLACK 20LT;R 1,562.00;
15564;;LS AC MATT WHITE 200LT;R 9,960.00;
15565;;LS AC MATT WHITE 20LT;R 1,091.00;
15566;;LS AC MATT WHITE 5LT;R 292.00;
15567;;LS AC MATT WHITE 1LT;R 80.50;
15568;;LS AC MATT BLACK 5LT;R 410.00;
15573;;LS AC GLOSS BLUE 25LT;R 1,761.50;
15574;;LS AC GLOSS BLUE 5LT;R 395.00;
15575;;LS AC GLOSS BLUE 1LT;R 102.50;
15576;;LS AC SATIN CLEAR 200LT;R 7,430.00;
15577;;LS AC SATIN CLEAR 20LT;R 837.50;
15578;;LS AC SATIN CLEAR 5LT;R 229.00;
15579;;I/T PLASTERSKIM 750ML;R 34.50;
15581;;M/STAIN CGH PINE DOME CHES. 5L;R 166.50;
15587;;SEALER CLEAR;R 0.00;
15588;;REC HT WAXOL 1LT;R 0.00;
15589;;MOWILITH DHLR ZA KG;R 0.00;
15591;;LS AC GLOSS MID CHROME 25LT;R 1,664.00;
15593;;LS FISH EYE ELLIMINATOR 5LT;R 602.00;
15594;;NAA KC DARK BROWN STAIN 1LT;R 103.50;
15601;;LS QD BLUE TONER 20LT;R 1,184.50;
15602;;LS QD SIGNAL RED 20LT;R 1,151.00;
15603;;LS QD WHITE 200LT;R 9,811.00;
15606;;HT 2K THINNERS 5LT;R 133.00;
15608;;LS QD P O RED 20LT;R 1,398.50;
15609;;LS ETCH PRIMER GREY 20LT;R 988.00;
15610;;LS ETCH PRIMER GREY 5LT;R 266.50;
15612;;NAA KC DARK BROWN STAIN 5LT;R 441.00;
15615;;LS AC GLOSS SCARLET TONER 25LT;R 1,675.50;
15616;;LS QD SILVER 25LT;R 1,246.50;
15617;;LS AC MATT CLEAR 25LT;R 1,183.00;
15619;;LS AC SHEEN BLACK 25LT;R 1,219.50;
15621;;LS QD BLACK 25LT;R 1,128.00;
15622;;LS QD GREEN TONER 5LT;R 343.00;
15623;;LS QD BLUE TONER 5LT;R 315.50;
15624;;LS QD LEMON CHROME 5LT;R 355.50;
15625;;LS QD FAST RED 5LT;R 571.50;
15626;;LS QD YELLOW OXIDE 5LT;R 277.50;
15627;;LS QD MAROON 5LT;R 413.50;
15628;;LS QD MID CHROME 5LT;R 314.50;
15629;;LS QD SCARLET CHROME 5LT;R 367.00;
15630;;LS QD WHITE 25LT;R 1,336.50;
15631;;LS QD CLEAR 5LT;R 241.00;
15632;;LS QD M F RED 5LT;R 324.50;
15633;;LS AC GLOSS P O RED 25LT;R 2,263.50;
15634;;LS AC GLOSS RED OXIDE 25LT;R 1,341.50;
15635;;LS AC GLOSS BURGUNDY 25LT;R 1,787.50;
15636;;LS AC MATT BLACK 25LT;R 1,834.50;
15639;;APPLICATOR BLACK;R 2.50;
15640;;LS QD GREEN TONER 1LT;R 91.50;
15641;;LS QD MID CHROME 1LT;R 85.50;
15642;;LS QD BLUE TONER 1LT;R 85.50;
15643;;W/B STAIN RED 500ML;R 0.00;
15644;;W/B STAIN ORANGE 500ML;R 0.00;
15645;;LS QD FORD BLUE 20LT;R 1,093.00;
15647;;GLASS BOTTLE 750ML;R 9.50;
15650;;LS QD BLUE TONER 200LT;R 10,903.00;
15651;;LS NC SANDING SEALER 200LT;R 9,827.50;
15652;;LS A/THANE MED HARDENER 5LT;R 586.00;
15658;;C/S HAMMERTONE QD BLUE 20LT;R 987.00;
15659;;REC HT G P THINNERS 1LT;R 0.00;
15660;;REC HT BENZINE 1LT;R 0.00;
15661;;LS AC SEALER CLEAR 25LT;R 1,051.00;
15662;;LS QD ALUMINIUM 25LT;R 1,246.50;
15665;;CG1 WOOD GLUE 5KG;R 133.80;
15666;;CG1 WOOD GLUE 25KG;R 571.00;
15667;;CG2 WOOD GLUE 5KG;R 150.30;
15668;;CG2 WOOD GLUE 25KG;R 653.30;
15669;;LS QD DARK BRONZE 20LT;R 1,207.50;
15670;;LS W/B CLEAR SATIN 1LT;R 0.00;
15679;;LS NC MATT BLACK 5LT;R 393.00;
15680;;SPECTACLE CLEAR ANTI SCRATCH;R 24.00;
15681;;LS AC GLOSS GREEN TONER 20LT;R 1,519.50;
15683;;LS NY SHEEN WHITE 20LT;R 1,456.00;
15684;;LS NY SHEEN WHITE 200LT;R 13,617.00;
15685;;LS QD J D GREEN 5LT;R 324.00;
15686;;LS 2K TOPCOAT CLEAR 5LT;R 532.00;
15689;6004765114600;BRUSH - FIBREGLASS 150MM;R 90.50;
15690;;LS NY SHEEN CLEAR 20LT;R 1,333.00;
15691;;LS NC SANDING SEALER 25LT;R 1,340.00;
15692;;LS NC BUCCO GREY 200LT;R 8,690.50;
15696;;LS AC GLOSS MID CHROME 20LT;R 1,425.50;
15698;;LS AC GLOSS RED OXIDE 20LT;R 1,167.50;
15699;;LS AC GLOSS RED OXIDE 5LT;R 311.50;
15700;;LS AC GLOSS P O RED 20LT;R 1,905.00;
15701;;LS AC GLOSS BLUE 20LT;R 1,503.00;
15702;;LS AC GLOSS BURGUNDY 20LT;R 1,524.00;
15703;;LS AC GLOSS BURGUNDY 5LT;R 400.50;
15705;;LS QD M F RED 20LT;R 1,220.00;
15706;;LS QD FORD BLUE 5LT;R 292.50;
15707;;LS QD ALUMINIUM 20LT;R 1,091.50;
15708;;LS QD ALUMINIUM 5LT;R 292.00;
15709;;LS QD J D GREEN 20LT;R 1,219.50;
15710;;LS QD GOLDEN YELLOW 20LT;R 1,287.00;
15711;;LS QD GOLDEN YELLOW 5LT;R 341.00;
15712;;LS 2K DSW BLUE 5LT;R 401.00;
15713;;LS NC CLEAR 20LT;R 1,411.00;
15714;;LS NC SATIN CLEAR 20LT;R 1,043.50;
15715;;LS NC SATIN CLEAR 5LT;R 280.00;
15716;;LS NY SHEEN WHITE 5LT;R 383.50;
15717;;LS NY SHEEN CLEAR 5LT;R 353.00;
15718;;LS A/THANE MED HARDENER 1LT;R 161.00;
15719;;HT 2K THINNERS 1LT;R 38.00;
15720;;LS A/THANE FAST HARDENER 5LT;R 557.00;
15721;;LS A/THANE FAST HARDENER 1LT;R 124.00;
15722;;LS 2K MS PRIMER CREAM 5LT;R 448.50;
15723;;LS 2K MS PRIMER CREAM 1LT;R 123.00;
15724;;LS 1K ETCH FILLER PRIMER 5LT;R 675.00;
15725;;LS 1K ETCH FILLER PRIMER 1LT;R 171.50;
15726;;LS A/THANE BLACK 5LT;R 575.00;
15727;;LS A/THANE BLACK 1LT;R 150.00;
15728;;LS 2K TOPCOAT CLEAR 1LT;R 132.00;
15731;;LS ETCH PRIMER GREY 200LT;R 8,935.00;
15733;;ZEL SPRAY INTER/ORANGE 400ML;R 68.50;
15734;;LS QD SIGNAL RED 25LT;R 1,383.50;
15735;;LS QD SILVER 200LT;R 8,712.00;
15736;;LS QD MID CHROME 25LT;R 1,427.00;
15737;;LS QD SCARLET CHROME 25LT;R 1,620.00;
15738;;LS QD P O RED 25LT;R 1,630.50;
15739;;LS QD BLUE TONER 25LT;R 1,428.00;
1574;;HT M E K THINNERS 25LT;R 855.00;
15740;;LS QD GOLDEN YELLOW 25LT;R 1,599.50;
15741;;LS A/THANE MED SILVER 5LT;R 631.00;
15742;;LS QD FORD BLUE 25LT;R 1,302.50;
15743;;LS QD J D GREEN 25LT;R 1,406.50;
15744;;LS 2K TOPCOAT CLEAR 25LT;R 2,446.50;
15745;;LS AC GLOSS GREEN TONER 25LT;R 1,782.00;
15746;;LS AC GLOSS LEMON CHROME 25LT;R 1,546.50;
15749;;LS ETCH PRIMER BLACK 25LT;R 1,457.50;
15750;;LS QD MERCEDES CHASSIS RED 25L;R 1,208.00;
15751;;HT ENAMEL THINNERS 200LT;R 4,466.00;
15755;;W/B SEALER CLEAR 20LT;R 844.50;
15756;;HT WAXOL 25LT;R 614.50;
15761;;W/B H/S DIP DARK GREEN 25LT;R 750.00;
15762;;W/B H/S DIP COFFEE BEAN 25LT;R 681.50;
15763;;JETTESON W/B DIPPING GREEN 25L;R 996.00;
15764;;W/B H/S DIP YELLOW 25LT;R 721.50;
15765;;JETTESON W/B DIPPING WHITE 25L;R 1,229.50;
15771;;LS A/THANE YELLOW OXIDE 5LT;R 536.50;
15772;;LS A/THANE SCARLET CHROME 5LT;R 754.50;
15773;;LS A/THANE MID CHROME 5LT;R 663.00;
15774;;LS A/THANE LEMON CHROME 5LT;R 901.00;
15775;;LS A/THANE GREEN 5LT;R 815.50;
15776;;LS A/THANE FAST RED 5LT;R 1,575.00;
15777;;LS A/THANE BLUE 5LT;R 632.00;
15778;;LS 2K TOPCOAT CLEAR 500ML;R 70.50;
15795;;LS AC SHEEN LEWIS CREAM 200LT;R 10,962.00;
15796;;W/B H/S DIP PALLET BLUE 25LT;R 836.00;
15798;;M/M MIXING CUP 0.385ML;R 7.20;
15800;;VCF DARK BROWN STAIN APS 20LT;R 797.00;
15803;;NAA JOHNSON BROS STAIN 5LT;R 282.50;
15804;;ZEL SPRAY BRIGHT SILVER 400ML;R 62.00;
15808;;CG PEACON STAIN 20LT;R 995.45;
15811;;LS PLASTIC PRIMER 1LT;R 242.50;
15818;;LS BASECOAT WHITE PEARL 1LT;R 315.00;
15824;;CG PINE DOME STAIN 20LT;R 689.83;
15826;;LS NY SHEEN WHITE 1LT;R 100.00;
15827;;LS NY GLOSS CLEAR 25LT;R 1,498.00;
15830;;LS ETCH PRIMER RED 1LT;R 70.00;
15832;;LS AC MATT BLACK 1LT;R 106.00;
15834;;LS NC FINISHING WHITE 25LT;R 1,930.50;
15838;;M/M MIXING CUP 750ML;R 11.00;
15839;;DEK B T YELLOW 5LT;R 0.00;
15840;;PROSTRUCT 541 RESIN FLOOR HDN;R 434.50;
15841;;PROSTRUCT 201 BITUMIN/PRIMER 5;R 306.00;
15845;;LS QD RED OXIDE 1LT;R 72.50;
15846;6003173000833;H/R SOLVENT 5LT;R 297.50;
15849;;W/B DIPPING COREGA BROWN 5LT;R 129.00;
15850;;LS A/THANE MED HARDENER 500ML;R 109.50;
15852;;LS 2K BUCCO WHITE 25LT;R 2,676.50;
15853;;LS 2K BUCCO WHITE 5LT;R 534.50;
15855;;LS 2K ACCELERATOR 1LT;R 212.00;
15857;;LS QD MATT BLACK 5LT;R 232.00;
15860;;WOODOC ANTIQUE WAX 375ML;R 57.00;
15862;;JM W/B DIPPING MAHOGONY 200LT;R 6,003.50;
15863;;JM W/B DIPPING BROWN 200LT;R 4,176.50;
15864;;JM W/B DIPPING GREEN 200LT;R 4,176.50;
15868;;LS QD CATERPILLAR YELLOW 25LT;R 1,205.50;
15869;;LS QD LEMON CHROME 25LT;R 1,563.00;
15870;;LS SPOT PUTTY 1KG;R 81.00;
15871;;LS RUBBING COMPOUND 250GM;R 30.00;
15872;;HT 2K THINNERS 200LT;R 4,370.00;
15873;;JM W/B DIPPING WHITE 200LT;R 7,569.50;
15875;;LS NC MATT BLACK 25LT;R 1,750.50;
15877;;LS QD FAST RED 25LT;R 2,643.00;
15879;;LS QD VINTAGE GREEN 20LT;R 1,541.50;
15880;;LS QD VINTAGE GREEN 5LT;R 405.00;
15881;;DRUM DEPOSIT - PLASTIC 200LT;R 500.00;
15882;;LS QD LIGHT BRONZE 1LT;R 113.00;
15883;;LS QD LIGHT BRONZE 5LT;R 416.00;
15884;;LS QD DARK BRONZE 1LT;R 113.00;
15885;;LS QD DARK BRONZE 5LT;R 416.00;
15888;;MARS W/B DIPPING PINE V4 25LT;R 1,260.00;
15889;;MARS W/B DIPPING TEAK 25LT;R 1,379.50;
15890;;MARS DUCO T/COAT CLEAR 20LT;R 1,369.30;
15891;;LS NC MATT CLEAR RFU 200LT;R 9,786.50;
15892;;LS QD M F RED 25LT;R 1,407.00;
15899;;LS A/THANE BALANCING CLEAR 5LT;R 478.00;
159;;DEK SILICA S150 KG;R 0.00;
15900;;LS A/THANE BRIGHT RED 5LT;R 1,215.00;
15901;;LS A/THANE P O RED 5LT;R 726.00;
15902;;LS A/THANE RED OXIDE 5LT;R 582.50;
15903;;LS NC HV QUICKSAND PRIMER 200L;R 12,246.00;
15904;;MEASURING BEAKER EMB. 100ML;R 38.50;
15906;;MEASURING JUG EMBOSSED 2LT;R 137.00;
15907;;HT LACQUER THINNERS REFILL 5L;R 112.00;
15913;;LS BODYFILLER MICROLITE 3.75KG;R 208.00;
15918;;LS QD YELLOW OXIDE 25LT;R 1,172.00;
15924;;LS AC GLOSS LEMON CHROME 5LT;R 352.50;
15925;;LS QD CATERPILLAR YELLOW 5LT;R 284.00;
15926;;LS NY SHEEN CLEAR 25LT;R 1,603.50;
15927;;LS QD SIGNAL RED 1LT;R 84.00;
15928;;LS QD LEMON CHROME 1LT;R 94.00;
15929;;LS QD GOLDEN YELLOW 1LT;R 91.00;
15930;;LS QD FORD BLUE 1LT;R 81.00;
15931;;LS NC HV QUICKSAND PRIMER 25LT;R 1,647.50;
15934;;DEK RUST & METAL CREAM 20LT;R 1,753.00;
15935;;CG AC GLOSS PEACH 20LT;R 1,225.50;
15936;;CG AC CASKET IMBUIA 20LT;R 720.00;
15937;;NAA MIKES DOOR JAVA STAIN 20LT;R 1,110.00;
15939;;NAA PIONEER MATCHING 20LT;R 1,399.00;
15940;;LS BODYFILLER MICROLITE 5KG;R 332.50;
15941;;MOWILITH LDL 2555 W.ZA KG;R 0.00;
15942;;CAN - PLASTIC BUCKET WHITE 25L;R 66.00;
15945;;LS NC LV QUICKSAND PRIMER 200L;R 8,383.00;
15947;;C/S SPEC 2K DHL YELLOW 5LT;R 576.00;
15948;6003064002304;DURAM NS7 HIGH HEAT BLACK 1LT;R 417.00;
15953;;LS QD UMTSHEZI BROWN 20LT;R 1,387.50;
15960;;LS AC SATIN CLEAR 1LT;R 67.00;
15961;;LS A/THANE PASTEL 1LT;R 157.50;
15962;;LS A/THANE PASTEL 5LT;R 651.50;
15965;;FUNGICIDE ADDITIVE 100ML;R 21.00;
15966;;LS QD FINE BLUE 20LT;R 1,460.50;
15969;;LS NC FINISHING BLACK 5LT;R 484.00;
15972;;JM W/B DIPPING BROWN 25LT;R 522.00;
15973;;LS QD VINTAGE GREEN 1LT;R 105.00;
15974;;M/M MEASURING STICK;R 37.60;
15976;;I/T FULL SKIM 18KG;R 662.00;
15977;;CG BLACK PENETRATING STAIN 5LT;R 319.80;
15978;;LS INDUST LACQUER IVORY 20LT;R 1,785.50;
15979;;LS INDUST LACQUER WHITE 20LT;R 1,619.50;
15980;;LS NC MATT CLEAR 20LT;R 1,073.00;
15981;;W/B DIPPING WHITE 25LT;R 1,345.50;
15982;;JETTESON W/B DIPPING BROWN 25L;R 996.00;
15983;;LS QD RED OXIDE 25LT;R 1,057.00;
15984;;LS A/THANE PASTEL 20LT;R 2,473.00;
15985;;LS NC SUPER MATT CLEAR 200LT;R 9,626.00;
15987;;W/B H/S DIPPING CLEAR 5LT;R 326.50;
15989;;LS AC GLOSS CARAMEL 5LT;R 309.50;
15991;;LS AC GLOSS EST/UPH A/OAK 200L;R 10,183.00;
15995;;LS QD ACTROS AXOR GREY 5LT;R 409.50;
15996;;LS QD AVAX BLUE 5LT;R 372.00;
15997;;LS QD AVAX BLUE 20LT;R 1,474.00;
15998;;W/B VSH SALIGNA 2 25LT;R 848.00;
15999;;W/B VSH BRUSHING CHERRY 2 25LT;R 895.50;
16-10-005;6004596001322;DURAM ROOFKOTE WHITE 5LT;R 251.50;
16-10-020;6004596001728;DURAM ROOFKOTE WHITE 20LT;R 982.00;
16-31-005;600456001766;DURAM ROOFKOTE TERRACOTTA 5LT;R 251.50;
16-31-020;6004596001896;DURAM ROOFKOTE TERRACOTTA 20LT;R 946.00;
16-80-020;6004596001421;DURAM ROOFKOTE PACIFIC BLUE 20LT;R 946.00;
16000;;W/B VSH BRUSHING TEAK 25LT;R 848.00;
16001;;GOB LF9 MIXED DRIER KG;R 0.00;
16002;;GOB ACTICIDE SR1335 KG;R 0.00;
16003;;GOB ZIRCONIUM OCT 18% KG;R 0.00;
16004;;GOB GUM TURPENTINE KG;R 0.00;
16005;;GOB BR LINSEED OIL KG;R 0.00;
16006;;GOB UNI 655W RESIN KG;R 0.00;
16007;;GOB TINUVIN 5060 KG;R 0.00;
16008;;GOB SABUTOL KG;R 0.00;
16009;;GOB LIMONENE 1LT;R 0.00;
16011;;GOB SICOFLUSH RED KG;R 0.00;
16012;;GOB SICOFLUSH YELLOW KG;R 0.00;
16013;;GOB BLACK PASTE 15% BLPO1 PER  KG;R 0.00;
16014;;GOB CARTONS + DIVIDERS 500ML;R 0.00;
16015;;GOB CARTONS + DIVIDERS 5LT;R 0.00;
16016;;CAN - PLASTIC GOB 25LT;R 92.00;
16017;;CAN - PLASTIC GOB 5LT;R 12.90;
16018;;GLASS BOTTLE 500ML GOB;R 17.50;
16019;;GOB VELLUM 80GSM SHT;R 0.10;
16020;;GOB LABELS;R 0.00;
16021;;GOB O TERPENES/DELEMONENE KG;R 0.00;
16022;;GOB COBALT OCTATE 12% GR;R 0.00;
16023;;GOB METHANOL 1LT;R 31.00;
16024;;GOB ZINC NAPHTHANATE KG;R 35.70;
16025;;GOB SPS RED KG;R 0.00;
16026;;GOB NX 795 KG;R 0.00;
16027;;GOB VP 6135 KG;R 15.00;
16028;;GOB BYK 045 KG;R 0.00;
16029;;GOB NP9 KG;R 0.00;
16031;;GOB DANISH OIL ORIGINAL 100LT;R 0.00;
16032;;GOB LIQUID SHELLAC BLON. 200LT;R 0.00;
16033;;GOB PADDING LAC. BLONDE 200LT;R 0.00;
16034;;GOB PADDING LAC. ORANGE 200LT;R 0.00;
16038;;GOB DANISH OIL ORIGINAL 25LT;R 3,649.00;
16039;;GOB DANISH OIL ORIGINAL 5LT;R 740.00;
16040;;GOB DANISH OIL ORIGINAL 500ML;R 102.50;
16041;;GOB DECK OIL HONEYSUCKLE 5LT;R 298.00;
16043;;GOB FURNITURE OIL 500ML;R 157.00;
16045;;GOB DECK OIL TEAK 5LT;R 276.00;
16047;;GOB DECK OIL EBONY 5LT;R 328.00;
16053;;GOB FURNITURE OIL 100LT;R 0.00;
16055;;GOB DECK OIL HAVANA 25LT;R 1,237.00;
16056;;GOB WIPE ON VARNISH SATIN 100LT;R 0.00;
16057;;GOB DECK OIL ANTIQUE OAK 100LT;R 0.00;
16059;;GOB WIPE ON VARNISH SATIN 5LT;R 677.00;
16063;;GOB DECK OIL CHERRY 5LT;R 376.00;
16065;;GOB DANISH OIL LOW VOC 1KG;R 0.00;
16066;;GOB DECK OIL ANT/BROWN 100LT;R 0.00;
16067;;GOB DECK OIL EBONY 100LT;R 0.00;
16068;;GOB DECK OIL TEAK 100LT;R 0.00;
16071;;GOB DECK OIL CHERRY 100LT;R 0.00;
16072;;GOB DECK OIL HAVANA 100LT;R 0.00;
16073;;GOB FURNITURE OIL 5LT;R 1,279.00;
16076;;GOB DECK OIL HONEYSUCKLE 100LT;R 0.00;
16078;;GOB DECK OIL SANDALWOOD 100LT;R 0.00;
16079;;GOB DECK OIL SANDALWOOD 25LT;R 1,469.00;
16086;;GOB DECK OIL ANTIQUE OAK 500ML;R 76.50;
16087;;GOB DECK OIL EBONY 500ML;R 62.00;
16089;;GOB DECK OIL HAVANA 500ML;R 55.00;
16090;;GOB SHELLAC ORANGE 200LT;R 0.00;
