Stock Code;Bar Code;Stock Description;Retail Price Incl.;Count
4976;;L/C CABLE TIE NATURAL 4.7X198;R 46.50;
4977;;T/L CABLE TIES IN PLASTIC JAR;R 181.90;
4983;;L/C CABLE TIE BLACK 4.7X198;R 42.50;
4984;;ZEL SPRAY MACHINE GREY 400ML;R 45.50;
4986;;KK SS/31 STAY SLIDING IN OPEN;R 147.00;
4987;;REC BUILDING SAND (5) CUBE;R 0.00;
4997;;KK MV112IMSBL MEDICI ON PLATE;R 146.60;
50-SCREW6884;6008741005821;NAD SCREW-IT WHITE 90ML;R 57.50;
5000;;LEVEL 1000MM 3 VIALS ZEL;R 107.25;
5001;;TFC ADHESIVE SPREADER 6MM;R 4.60;
5002;;SPRAYGUN FILTER BAG 25LT;R 79.00;
5003;;LA BALL VALVE 1/4;R 128.50;
5004;;TFC ADHESIVE SPREADER 10MM;R 7.30;
5005;;TFC DIRT BUSTER 500ML;R 49.00;
5006;;TFC MOULD BUSTER 500ML;R 60.20;
5007;;TFC ANTI-SLIP STRIP SELF ADHES;R 40.70;
5008;;WEBCO HAMMER CLUB W/HANDLE 2KG;R 210.50;
5011;;BROOM - GUTTER SWEEPER 92321/2;R 79.50;
5012;;BROOM - BASS 92503;R 118.50;
5017;6003789061068;PAINT TRAY DEEP (A) F6106;R 37.00;
5020;6003789061037;PAINT TRAY 140MM (A) F6103;R 15.00;
5025;;BRUSH - OVAL 140MM (7156);R 199.50;
5030;;RIVETS (3.2X18);R 18.70;
5031;;RIVETS L-F ALUM AS4812LFP;R 64.90;
5034;;RIVETS L-F ALUM AS4818LFP;R 74.80;
5035;6009600412132;ALUMI-2.5M T-JOIN 12MM;R 86.00;
5037;6009600410299;ALUMI-2.5M STAIRNOSING 50MM;R 221.00;
5044;6009600990029;POWAFIX A/P CRACKFILLA 10KG;R 154.50;
5045;;BRUMMER W/F OREGAN PINE 250GM;R 14.20;
5049;;RUW SCREWDRIVER 6X100+2;R 40.90;
5051;;RUW SCREWDRIVER 8X150+3;R 58.30;
5052;6001606010732;PL POLYCELL INT POLYFILLA 500G;R 20.00;
5053;6001606010749;PL POLYCELL INT POLYFILLA 2KG;R 55.00;
5058;6001606010985;PL POLYCELL EXT POLYFILLA 500G;R 20.00;
5059;6001606010763;PL POLYCELL EXT POLYFILLA 2KG;R 55.00;
5060;6001606010770;PL POLYCELL EXT POLYFILLA 12KG;R 236.00;
5063;6001606010091;PL POLYCELL MASONRY FILLA 500G;R 21.00;
5063BOX;;PL POLYCELL MASONRY FILLA 500G (BOX);R 0.00;
5064;6001606010107;PL POLYCELL MASONRY FILLA 2KG;R 53.00;
5064BOX;;PL POLYCELL MASONRY FILLA 2KG (BOX);R 0.00;
5068;6001606010169;PL POLYCELL MENDALL 90 500GM;R 26.00;
5068BOX;;PL POLYCELL MENDALL 90 500GM (BOX);R 0.00;
5069;6001606010176;PL POLYCELL MENDALL 90 2KG;R 66.00;
5069BOX;;PL POLYCELL MENDALL 90 2KG (BOX);R 0.00;
5070;;PL POLYCELL MENDALL 90 5KG;R 130.00;
5073;6001606010800;PL POLYCELL F/CRACKFILLER 500G;R 25.00;
5073BOX;;PL POLYCELL F/CRACK FILLA 500G (BOX);R 0.00;
5074;6001606010817;PL POLYCELL FINISH PLASTER 1LT;R 66.00;
5074BOX;;PL POLYCELL FINISH PLASTER 1LT (BOX);R 0.00;
5075;6001606010824;PL POLYCELL FINISH PLASTER 5LT;R 215.00;
5075BOX;;PL POLYCELL FINISH PLASTER 5LT (BOX);R 0.00;
5077419;5010212411834;DX COLOURANT MAGENTA E 1LT;R 1,195.00;
5077541;5010212448946;DX COLOURANT RS RED T 1LT;R 355.00;
5078;6001606010787;PL POLYCELL RIPPLE 5LT;R 400.00;
5078BOX;;PL POLYCELL RIPPLE 5LT (BOX);R 0.00;
5081;6001606010190;PL POLYCELL ROCKSET 500GM;R 31.00;
5081BOX;;PL POLYCELL ROCKSET 500GM (BOX);R 0.00;
5082;6001606010206;PL POLYCELL ROCKSET 2KG;R 104.00;
5082272;5010212411803;DX COLOURANT ORGANIC YELL B 1L;R 679.00;
5082273;5010212411841;DX COLOURANT ORGANIC RED F 1LT;R 657.00;
5082275;5010212411865;DX COLOURANT THALO GREEN H 1LT;R 652.00;
5082276;5010212411919;DX COLOURANT BLACK M 1LT;R 321.00;
5082278;5010212411933;DX COLOURANT THALO BLUE O 1LT;R 372.00;
5082279;5010212411940;DX COLOURANT VIOLET P 1L;R 943.00;
5082412;5010212448922;DX COLOURANT RS BLACK R 1LT;R 305.00;
5082413;5010212448939;DX COLOURANT RS BLUE S 1LT;R 315.00;
5082416;5010212448977;DX COLOURANT RS YELLOW X 1LT;R 717.00;
5082BOX;;PL POLYCELL ROCKSET 2KG (BOX);R 0.00;
5084781;6003173001151;H/R AEROSOL H/F BLACK 400ML;R 108.50;
5084782;6003173001090;H/R AEROSOL S/F WHITE 400ML;R 108.50;
5084783;6003173001175;H/R AEROSOL H/F SILVER GREY;R 108.50;
5084784;6003173001168;H/R AEROSOL H/F WHITE 400ML;R 108.50;
5084785;6003173001106;H/R AEROSOL S/F SILVER 400ML;R 108.50;
5092;6001606250107;PL POLYCELL W/FILLA WHITE 10KG;R 327.00;
5092821;5011867007120;H/R AEROSOL S/F DK/GREEN 400ML;R 108.50;
5092965;6003173001083;H/R AEROSOL S/F BLACK 400ML;R 108.50;
5094;6001606250015;PL POLYCELL W/FILLA PINE 10KG;R 327.00;
5094491;5010212482186;DX COLOURANT RED OXIDE G 1LT;R 357.00;
5094492;5010212482193;DX COLOURANT YEL/OXIDE K 1LT;R 249.00;
5094493;5010212481523;DX COLOURANT RS L/F YEL Y 1LT;R 1,002.00;
5094494;5010212481530;DX COLOURANT RS L/F RED Z 1LT;R 1,002.00;
5094495;5010212482209;DX COLOURANT WHITE N 1LT;R 335.00;
5103;6001606010879;PL POLYCELL SUGAR SOAP 500GM;R 27.00;
5106;6001606010886;PL POLYCELL LIQ SUGAR SOAP 1LT;R 32.00;
5106BOX;;PL POLYCELL LIQ SUGAR SOAP 1LT (BOX);R 0.00;
5111;;FLOOR PROTECTORS (25-150MM);R 23.00;
5114;6001606010923;PL POLYCELL BRUSH/CLEAN 500ML;R 55.00;
5114BOX;;PL POLYCELL BRUSH/CLEAN 500ML (BOX);R 0.00;
5116;6001606010954;PL POLYCELL MORTALIFT 1LT;R 85.00;
5116BOX;;PL POLYCELL MORTALIFT 1LT (BOX);R 0.00;
5117;6001606010961;PL POLYCELL MORTALIFT 5LT;R 235.00;
5117BOX;;PL POLYCELL MORTALIFT 5LT (BOX);R 0.00;
5121;;PL POLYCELL END RUST 500ML;R 140.00;
5122;6001606010947;PL POLYCELL END RUST 1LT;R 252.00;
5140;6007560002875;GEN CERAMIC TILE ADHESIVE 500M;R 42.50;
5141;;GEN CERAMIC TILE ADHESIVE 1LT;R 57.20;
5146897;6001062176959;DX BRICK DRESSING 5LT;R 524.50;
5146898;6001062013117;DX TESTER POT B6 250ML;R 39.00;
5146899;6001062013124;DX TESTER POT B7 250ML;R 39.00;
5146900;6001062013131;DX TESTER POT B8 250ML;R 39.00;
5146901;6001062013148;DX TESTER POT B9 250ML;R 39.00;
5146902;6001062015852;DX WALLGUARD WHITE 20LT;R 1,623.00;
5146903;6001062015869;DX WALLGUARD WHITE 5LT;R 508.00;
5146904;6001062015890;DX WALLGUARD BEIGE SAND 20LT;R 1,623.00;
5146905;6001062015906;DX WALLGUARD BEIGE SAND 5LT;R 508.00;
5146910;6001062015999;DX WALLGUARD CALIFORNIA 20LT;R 1,623.00;
5146911;6001062016002;DX WALLGUARD CALIFORNIA 5LT;R 508.00;
5146917;6001062016101;DX WALLGUARD PALOMINO 5LT;R 508.00;
5146918;6001062016194;DX M/M WALLGUARD BASE 7 20LT;R 1,872.00;
5146919;6001062016200;DX M/M WALLGUARD BASE 7 5LT;R 571.00;
5146920;6001062016224;DX M/M WALLGUARD BASE 8 20LT;R 1,999.00;
5146921;6001062016231;DX M/M WALLGUARD BASE 8 5LT;R 604.00;
5146922;6001062016248;DX M/M WALLGUARD BASE 9 20LT;R 2,120.00;
5146923;6001062016262;DX M/M WALLGUARD BASE 9 5LT;R 625.00;
5146924;6001062025950;DX RICH MATT BRILL/WHITE 1LT;R 169.00;
5146925;6001062025967;DX RICH MATT BRILL/WHITE 5LT;R 483.00;
5146946;6001062025974;DX M/M RICH MATT BASE 6 1LT;R 193.00;
5146948;6001062025998;DX M/M RICH MATT BASE 7 1LT;R 195.00;
5146950;6001062026018;DX M/M RICH MATT BASE 8 1LT;R 173.00;
5146953;6001062026049;DX M/M RICH MATT BASE 9 5LT;R 602.00;
5146955;6001062018501;DX LUX SILK WHITE 1LT;R 169.00;
5146956;6001062018563;DX LUX SILK WHITE 20LT;R 1,643.00;
5146957;6001062018518;DX LUX SILK WHITE 5LT;R 484.00;
5146970;6001062016880;DX LUX SILK NATURAL CALICO 1LT;R 169.00;
5146975;6001062016941;DX LUX SILK ALMOND WHITE 5LT;R 484.00;
5146982;6001062017047;DX LUX SILK SOFT STONE 5LT;R 484.00;
5146984;6001062017085;DX LUX SILK NATURAL HESSIAN 1L;R 169.00;
5146993;6001062018587;DX LUXURIOUS SILK BASE 6 1LT;R 185.00;
5146994;600106205189;DX LUXURIOUS SILK BASE 6 20LT;R 2,353.00;
5146995;6001062018594;DX LUXURIOUS SILK BASE 6 5LT;R 671.00;
5146996;6001062018600;DX LUXURIOUS SILK BASE 7 1LT;R 190.00;
5146997;6001062018617;DX LUXURIOUS SILK BASE 7 20LT;R 1,893.00;
5146998;6001062018624;DX LUXURIOUS SILK BASE 7 5LT;R 547.00;
5146999;6001062018631;DX LUXURIOUS SILK BASE 8 1LT;R 175.00;
5147000;6001062018648;DX LUXURIOUS SILK BASE 8 20LT;R 2,420.00;
5147001;6001062018655;DX LUXURIOUS SILK BASE 8 5LT;R 579.00;
5147002;6001062018662;DX LUXURIOUS SILK BASE 9 1LT;R 175.00;
5147004;6001062018686;DX LUXURIOUS SILK BASE 9 5LT;R 602.00;
5147005;6001062018235;DX R/GUARD COTTAGE WHITE 20LT;R 1,317.00;
5147006;6001062018228;DX R/GUARD COTTAGE WHITE 5LT;R 412.00;
5147008;6001062017986;DX R/GUARD BRAZILIAN BROWN 5LT;R 412.00;
5147009;6001062018013;DX R/GUARD TUSCAN ORANGE 20LT;R 1,317.00;
5147010;6001062018006;DX R/GUARD TUSCAN ORANGE 5LT;R 412.00;
5147011;6001062018075;DX R/GUARD ATLANTIC BLUE 20LT;R 1,317.00;
5147012;6001062018068;DX R/GUARD ATLANTIC BLUE 5LT;R 412.00;
5147014;6001062018082;DX R/GUARD WILD PLUM 5LT;R 412.00;
5147015;6001062018112;DX R/GUARD RED ROCK 20LT;R 1,317.00;
5147016;6001062018105;DX R/GUARD RED ROCK 5LT;R 412.00;
5147021;6001062012660;DX R/GUARD HERITAGE GREEN 20LT;R 1,317.00;
5147022;6001062012646;DX R/GUARD HERITAGE GREEN 5LT;R 412.00;
5147023;6001062018136;DX R/GUARD REDDENED CLAY 20LT;R 1,317.00;
5147024;6001062018129;DX R/GUARD REDDENED CLAY 5LT;R 412.00;
5147026;6001062018143;DX R/GUARD RED JASPER 5LT;R 412.00;
5147027;6001062018211;DX R/GUARD GRECIAN GREY 20LT;R 1,317.00;
5147028;600106201204;DX R/GUARD GRECIAN GREY 5LT;R 412.00;
5147029;6001062018198;DX R/GUARD BASIC BLACK 20LT;R 1,317.00;
5147030;6001062018181;DX R/GUARD BASIC BLACK 5LT;R 412.00;
5147031;6001062018174;DX R/GUARD GREEN FELT 20LT;R 1,317.00;
5147032;6001062018167;DX R/GUARD GREEN FELT 5LT;R 412.00;
5147036;6001062018549;DX ACRYLIC PVA WHITE 1LT;R 114.50;
5147037;6001062018570;DX ACRYLIC PVA WHITE 20LT;R 1,119.00;
5147038;6001062018556;DX ACRYLIC PVA WHITE 5LT;R 329.50;
5147053;6001062018310;DX ACRYLIC PVA ALMOND 5LT;R 329.50;
5147064;6001062019263;DX ACRYLIC PVA BLACK 1LT;R 114.50;
5147065;6001062019270;DX ACRYLIC PVA BLACK 5LT;R 329.50;
5147066;6001062018693;DX M/M ACRYLIC PVA BASE 6 1LT;R 145.00;
5147067;6001062024380;DX M/M ACRYLIC PVA BASE 6 20LT;R 1,903.00;
5147068;6001062018709;DX M/M ACRYLIC PVA BASE 6 5LT;R 530.00;
5147069;6001062018716;DX M/M ACRYLIC PVA BASE 7 1LT;R 136.00;
5147070;6001062018723;DX M/M ACRYLIC PVA BASE 7 20LT;R 1,620.00;
5147071;6001062018730;DX M/M ACRYLIC PVA BASE 7 5LT;R 384.00;
5147072;6001062018747;DX M/M ACRYLIC PVA BASE 8 1LT;R 138.00;
5147073;6001062018754;DX M/M ACRYLIC PVA BASE 8 20LT;R 1,785.00;
5147074;6001062018761;DX M/M ACRYLIC PVA BASE 8 5LT;R 424.00;
5147075;6001062018778;DX M/M ACRYLIC PVA BASE 9 1LT;R 128.00;
5147076;6001062018785;DX M/M ACRYLIC PVA BASE 9 20LT;R 1,890.00;
5147077;6001062018792;DX M/M ACRYLIC PVA BASE 9 5LT;R 454.00;
5147078;6001062000575;DX WEATHERGUARD MALAGA 20LT;R 1,188.00;
5147079;6001062044654;DX WEATHERGUARD MALAGA 5LT;R 372.00;
5147080;6001062004412;DX WEATHERGUARD WHITE 20LT;R 1,188.00;
5147081;6001062044357;DX WEATHERGUARD WHITE 5LT;R 372.00;
5147082;6001062000582;DX WEATHERGUARD PALOMINO 20LT;R 1,188.00;
5147083;6001062044753;DX WEATHERGUARD PALOMINO 5LT;R 372.00;
5147084;6001062000599;DX WEATHERGUARD S/SEBASTION 20;R 1,188.00;
5147085;6001062045156;DX WEATHERGUARD S/SEBASTION 5L;R 372.00;
5147086;6001062013407;DX WEATHERGUARD M/GOLD 20LT;R 1,188.00;
5147087;6001062013414;DX WEATHERGUARD M/GOLD 5LT;R 372.00;
5147088;6001062000612;DX WEATHERGUARD CASTILLE 20LT;R 1,188.00;
5147089;6001062050150;DX WEATHERGUARD CASTILLE 5LT;R 372.00;
5147091;6001062053359;DX WEATHERGUARD MARBELLA 5LT;R 372.00;
5147092;6001062000636;DX WEATHERGUARD LA CASA 20LT;R 1,188.00;
5147093;6001062053458;DX WEATHERGUARD LA CASA 5LT;R 372.00;
5147094;6001062004931;DX WEATHERGUARD TOSCANA 20LT;R 1,188.00;
5147095;6001062004924;DX WEATHERGUARD TOSCANA 5LT;R 372.00;
5147096;6001062004955;DX WEATHERGUARD ALCUDIA 20LT;R 1,188.00;
5147097;6001062004948;DX WEATHERGUARD ALCUDIA 5LT;R 372.00;
5147099;6001062021471;DX WEATHERGUARD STONEWARE 5LT;R 372.00;
5147100;6001062021488;DX WEATHERGUARD M/VALLEY 20LT;R 1,188.00;
5147101;6001062021501;DX WEATHERGUARD M/VALLEY 5LT;R 372.00;
5147102;6001062021525;DX WEATHERGUARD C/WOOD CANYON 20LT;R 1,188.00;
5147103;6001062021532;DX WEATHERGUARD C/WOOD CANYON 5LT;R 372.00;
5147104;6001062021549;DX WEATHERGUARD BEIGE SAND 20L;R 1,188.00;
5147105;6001062021563;DX WEATHERGUARD BEIGE SAND 5LT;R 372.00;
5147114;6001062091207;DX WEATHERGUARD KAROO LAND 20L;R 1,188.00;
5147115;6001062091214;DX WEATHERGUARD KAROO LAND 5LT;R 372.00;
5147116;6001062091313;DX WEATHERGUARD N/GALE GREY 20LT;R 1,188.00;
5147124;6001062009738;DX M/M WEATHERGUARD BASE 7 20L;R 1,416.00;
5147125;6001062009745;DX M/M WEATHERGUARD BASE 7 5LT;R 438.00;
5147126;6001062009769;DX M/M WEATHERGUARD BASE 8 20L;R 1,563.00;
5147127;6001062009776;DX M/M WEATHERGUARD BASE 8 5LT;R 493.00;
5147128;6001062009783;DX M/M WEATHERGUARD BASE 9 20L;R 1,694.00;
5147129;6001062009790;DX M/M WEATHERGUARD BASE 9 5LT;R 494.00;
5147144;6001062020566;DX MAGIC WHITE 5LT;R 399.00;
5147174;6001062014282;DX M/M WEATHERGUARD U/S 7 20LT;R 1,598.00;
5147175;6001062014299;DX M/M WEATHERGUARD U/S 7 5LT;R 485.00;
5147176;6001062014305;DX M/M WEATHERGUARD U/S 8 20LT;R 1,736.00;
5147177;6001062014312;DX M/M WEATHERGUARD U/S 8 5LT;R 520.00;
5147178;6001062014329;DX M/M WEATHERGUARD U/S 9 20LT;R 1,861.00;
5147179;6001062014336;DX M/M WEATHERGUARD U/S 9 5LT;R 546.00;
5147180;6001062011229;DX SUPERGRIP WHITE 1LT;R 226.00;
5147181;6001062011205;DX SUPERGRIP WHITE 5LT;R 806.00;
5147182;6001062018525;DX PEARLGLO W/B WHITE 1LT;R 235.00;
5147183;6001062018532;DX PEARLGLO W/B WHITE 5LT;R 591.00;
5147184;6001062019287;DX PEARLGLO W/B PEBBLE BLACK 1LT;R 235.00;
5147185;6001062019294;DX PEARLGLO W/B PEBBLE BLACK 5LT;R 591.00;
5147186;6001062019461;DX M/M PEARLGLO W/B BASE 6 1LT;R 242.00;
5147187;6001062019478;DX M/M PEARLGLO W/B BASE 6 5LT;R 944.00;
5147188;6001062019485;DX M/M PEARLGLO W/B BASE 7 1LT;R 216.00;
5147189;6001062019492;DX M/M PEARLGLO W/B BASE 7 5LT;R 659.00;
5147190;6001062019508;DX M/M PEARLGLO W/B BASE 8 1LT;R 259.00;
5147191;6001062019515;DX M/M PEARLGLO W/B BASE 8 5LT;R 809.00;
5147192;6001062019522;DX M/M PEARLGLO W/B BASE 9 1LT;R 234.00;
5147193;6001062019539;DX M/M PEARLGLO W/B BASE 9 5LT;R 843.00;
5147203;6001062015609;DX GALVANISED IRON PRIMER 1LT;R 198.00;
5147204;6001062015623;DX GALVANISED IRON PRIMER 5LT;R 707.00;
5147207;6001062021778;DX GLOSS IVORY 1LT;R 170.00;
5147208;6001062021785;DX GLOSS IVORY 5LT;R 430.00;
5147220;6001062018860;DX GLOSS CREAM 1LT;R 170.00;
5147222;6001062018877;DX GLOSS CREAM 5LT;R 430.00;
5147225;6001062018891;DX GLOSS BRILLIANT GREEN 5LT;R 430.00;
5147226;6001062018907;DX GLOSS GOLDEN YELLOW 1LT;R 170.00;
5147228;6001062018914;DX GLOSS GOLDEN YELLOW 5LT;R 430.00;
5147229;6001062018921;DX GLOSS MIDDLE BROWN 1LT;R 170.00;
5147230;6001062018938;DX GLOSS MIDDLE BROWN 5LT;R 430.00;
5147232;6001062019782;DX GLOSS MIDDLE BROWN 500ML;R 88.00;
5147235;6001062018976;DX GLOSS SIGNAL RED 500ML;R 88.00;
5147236;6001062018983;DX GLOSS SIGNAL RED 5LT;R 430.00;
5147239;6001062018808;DX GLOSS BRILLIANT WHITE 1LT;R 170.00;
5147241;6001062018822;DX GLOSS BRILLIANT WHITE 500ML;R 88.00;
5147242;6001062018839;DX GLOSS BRILLIANT WHITE 5LT;R 430.00;
5147244;6001062019034;DX GLOSS BLACK 1LT;R 170.00;
5147246;6001062019058;DX GLOSS BLACK 5LT;R 430.00;
5147247;6001062019065;DX GLOSS DARK BROWN 1LT;R 170.00;
5147254;6001062019133;DX GLOSS KINGFISHER BLUE 5LT;R 430.00;
5147258;6001062019164;DX GLOSS BURGUNDY 1LT;R 170.00;
5147260;6001062019171;DX GLOSS BURGUNDY 5LT;R 430.00;
5147261;6001062019188;DX M/M GLOSS BASE 6 1LT;R 228.00;
5147262;6001062019195;DX M/M GLOSS BASE 6 5LT;R 668.00;
5147263;6001062019201;DX M/M GLOSS BASE 7 1LT;R 196.00;
5147264;6001062019218;DX M/M GLOSS BASE 7 5LT;R 542.00;
5147265;6001062019225;DX M/M GLOSS BASE 8 1LT;R 182.00;
5147266;6001062019232;DX M/M GLOSS BASE 8 5LT;R 545.00;
5147267;6001062019249;DX M/M GLOSS BASE 9 1LT;R 177.00;
5147268;6001062019256;DX M/M GLOSS BASE 9 5LT;R 580.00;
5147269;6001062005013;DX ALUMINIUM PAINT 1LT;R 189.50;
5147275;6001062010390;DX M/M EGGSHELL BASE 6 1LT;R 244.00;
5147276;6001062010383;DX M/M EGGSHELL BASE 6 5LT;R 773.00;
5147277;6001062010413;DX M/M EGGSHELL BASE 7 1LT;R 237.00;
5147278;6001062010406;DX M/M EGGSHELL BASE 7 5LT;R 755.00;
5147279;6001062010437;DX M/M EGGSHELL BASE 8 1LT;R 234.00;
5147280;6001062010420;DX M/M EGGSHELL BASE 8 5LT;R 710.00;
5147281;6001062010451;DX M/M EGGSHELL BASE 9 1LT;R 234.00;
5147282;6001062010444;DX M/M EGGSHELL BASE 9 5LT;R 708.00;
5147286;6001062015531;DX RAINSHIELD WHITE 5LT;R 403.00;
5147398;6001062976313;DX W/G T/PRESERVATIVE CLEAR 1L;R 147.00;
5147400;6001062976351;DX W/G T/PRESERVATIVE CLEAR 5L;R 493.00;
5147401;6001062976511;DX W/G T/PRESERVATIVE MAHOG 1L;R 147.00;
5147402;6001062976559;DX W/G T/PRESERVATIVE MAHOG 5L;R 493.00;
5147403;6001062976412;DX W/G T/PRESERVATIVE TEAK 1LT;R 147.00;
5147405;6001062976450;DX W/G T/PRESERVATIVE TEAK 5LT;R 493.00;
5147406;6001062977914;DX W/G T/PRESERVATIVE L/OAK 1L;R 147.00;
5147407;6001062977952;DX W/G T/PRESERVATIVE L/OAK 5L;R 493.00;
5147408;6001062978010;DX W/G T/PRESERVATIVE D/OAK 1L;R 147.00;
5147409;6001062978058;DX W/G T/PRESERVATIVE D/OAK 5L;R 493.00;
5147410;6001062010888;DX W/G INT/EXT CLEAR 1LT;R 150.00;
5147412;6001062010895;DX W/G INT/EXT CLEAR 5LT;R 502.00;
5147413;6001062011007;DX W/G INT/EXT TEAK 1LT;R 150.00;
5147414;6001062011014;DX W/G INT/EXT TEAK 5LT;R 502.00;
5147415;6001062010970;DX W/G INT/EXT MAHOGANY 1LT;R 150.00;
5147416;6001062975552;DX W/G INT/EXT MAHOGANY 5LT;R 502.00;
5147417;6001062010949;DX W/G INT/EXT DARK OAK 1LT;R 150.00;
5147418;6001062010963;DX W/G INT/EXT DARK OAK 5LT;R 502.00;
5147419;6001062010901;DX W/G INT/EXT LIGHT OAK 1LT;R 150.00;
5147420;4001062011403;DX W/G INT/EXT LIGHT OAK 5LT;R 502.00;
5147421;6001062011083;DX W/G EXT D/L T/VARNISH GL 1L;R 206.00;
5147422;6001062011090;DX W/G EXT D/L T/VARNISH GL 5L;R 690.00;
5147423;6001062977112;DX W/G SANDING SEALER 1LT;R 108.00;
5147424;6001062977150;DX W/G SANDING SEALER 5LT;R 357.00;
5147425;6001062011021;DX W/G INT T/VARNISH GLOSS 1LT;R 151.00;
5147426;6001062011038;DX W/G INT T/VARNISH GLOSS 5LT;R 508.00;
5147427;6001062011069;DX W/G INT T/VARNISH E/SHELL 1;R 151.00;
5147428;6001062011076;DX W/G INT T/VARNISH E/SHELL 5;R 508.00;
5147429;6001062011045;DX W/G INT T/VARNISH MATT 1LT;R 151.00;
5147430;6001062011052;DX W/G INT T/VARNISH MATT 5LT;R 508.00;
5147437;6001062004443;DX RUBBOL LIGHT BROWN 1LT;R 424.00;
5147438;6001062004450;DX RUBBOL LIGHT BROWN 5LT;R 1,570.00;
5147439;6001062004467;DX RUBBOL MID BROWN 1LT;R 424.00;
5147440;6001062004474;DX RUBBOL MID BROWN 5LT;R 1,570.00;
5147441;6001062004429;DX RUBBOL CLEAR 1LT;R 424.00;
5147442;6001062004436;DX RUBBOL CLEAR 5LT;R 1,570.00;
5147443;6001062003361;DX W/G FLOORGARD CLEAR 5LT;R 741.00;
5147471;6003173000086;H/R HAMMERED BLACK 250ML;R 73.50;
5147472;6003173000291;H/R HAMMERED BLACK 500ML;R 143.00;
5147473;6003173000505;H/R HAMMERED BLACK 1LT;R 263.50;
5147474;6003173001267;H/R HAMMERED 5LT;R 1,212.00;
5147475;6003173000154;H/R HAMMERED WHITE 250ML;R 73.50;
5147476;6003173000369;H/R HAMMERED WHITE 500ML;R 143.00;
5147477;6003173000574;H/R HAMMERED WHITE 1LT;R 263.50;
5147479;6003173000017;H/R HAMMERED SILVER GREY 250ML;R 73.50;
5147480;6003173000222;H/R HAMMERED SILVER GREY 500ML;R 143.00;
5147481;6003173000437;H/R HAMMERED SILVER GREY 1LT;R 263.50;
5147482;6003173001199;H/R HAMMERED SILVER GREY 5LT;R 1,212.00;
5147483;6003173000093;H/R HAMMERED LIGHT BLUE 250ML;R 73.50;
5147484;6003173000307;H/R HAMMERED LIGHT BLUE 500ML;R 143.00;
5147487;6003173000031;H/R HAMMERED DARK BLUE 250ML;R 73.50;
5147488;6003173000246;H/R HAMMERED DARK BLUE 500ML;R 143.00;
5147489;6003173000451;H/R HAMMERED DARK BLUE 1LT;R 263.50;
5147491;6003173000055;H/R HAMMERED RED 250ML;R 73.50;
5147492;6003173000260;H/R HAMMERED RED 500ML;R 143.00;
5147493;6003173000475;H/R HAMMERED RED 1LT;R 263.50;
5147495;6003173000116;H/R HAMMERED GOLD 250ML;R 73.50;
5147496;6003173000321;H/R HAMMERED GOLD 500ML;R 143.00;
5147497;6003173000536;H/R HAMMERED GOLD 1LT;R 263.50;
5147499;6003173000024;H/R HAMMERED MID GREEN 250ML;R 73.50;
5147500;6003173000239;H/R HAMMERED MID GREEN 500ML;R 143.00;
5147501;6003173000444;H/R HAMMERED MID GREEN 1LT;R 263.50;
5147504;6003173000253;H/R HAMMERED COPPER 500ML;R 143.00;
5147505;6003173000468;H/R HAMMERED COPPER 1LT;R 263.50;
5147508;6003173000284;H/R HAMMERED GREY 500ML;R 143.00;
5147509;6003173000499;H/R HAMMERED GREY 1LT;R 263.50;
5147511;6003173000109;H/R HAMMERED DEEP GREEN 250ML;R 73.50;
5147512;6003173000314;H/R HAMMERED DEEP GREEN 500ML;R 143.00;
5147513;6003173000529;H/R HAMMERED DEEP GREEN 1LT;R 263.50;
5147514;6003173001281;H/R HAMMERED DEEP GREEN 5LT;R 1,212.00;
5147515;6003173000147;H/R HAMMERED BROWN 250ML;R 73.50;
5147516;6003173000352;H/R HAMMERED BROWN 500ML;R 143.00;
5147517;6003173000567;H/R HAMMERED BROWN 1LT;R 263.50;
5147518;6003173001304;H/R HAMMERED BROWN 5LT;R 1,212.00;
5147520;6003173000277;H/R HAMMERED BRONZE 500ML;R 143.00;
5147521;6003173000482;H/R HAMMERED BRONZE 1LT;R 263.50;
5147522;6003173001243;H/R HAMMERED BRONZE 5LT;R 1,212.00;
5147592;6001062022980;DX TRADE F/COTE DK SEA GREY 5L;R 501.00;
5147596;6001062023024;DX TRADE F/COTE C O GREEN 5LT;R 501.00;
5147598;6001062023048;DX TRADE F/COTE B/GREEN 5LT;R 501.00;
5147599;6001062022430;DX TRADE 50 MATT WHITE 20LT;R 935.00;
5147600;6001062022447;DX TRADE 50 MATT WHITE 5LT;R 292.00;
5147602;6001062022478;DX TRADE 65 MATT WHITE 20LT;R 931.00;
5147603;6001062022485;DX TRADE 65 MATT WHITE 5LT;R 291.00;
5147604;6001062022492;DX TRADE 70 M/SHEEN WHITE 20LT;R 1,326.00;
5147606;6001062022515;DX TRADE 100 L/S WHITE 20LT;R 1,428.00;
5147607;6001062022522;DX TRADE 100 L/S WHITE 5LT;R 447.00;
5147610;6001062023475;DX TRADE 100 L/S BASE 7 20LT;R 1,669.00;
5147611;6001062023482;DX TRADE 100 L/S BASE 7 5LT;R 508.00;
5147613;6001062023505;DX TRADE 100 L/S BASE 8 5LT;R 542.00;
5147614;6001062023512;DX TRADE 100 L/S BASE 9 20LT;R 1,926.00;
5147615;6001062023529;DX TRADE 100 L/S BASE 9 5LT;R 567.00;
