Stock Code;Bar Code;Stock Description;Retail Price Incl.;Count
15486;6004912000398;PROLONG ACRYLPROOF GREY 20LT;864;
15492;;NAA POPEYE MANGO STAIN 1LT;79;
15496;;HT RETARDER THINNERS 25L;671;
15503;;NAA WHISKY WALNUT STAIN 20LT;826;
15508;;LS AC GLOSS MID CHROME 5LT;376;
15509;;LS AC GLOSS MID CHROME 1LT;98.5;
15510;;LS AC GLOSS SCARLET TONER 20LT;1434.5;
15511;;LS AC GLOSS SCARLET TONER 5LT;374;
15512;;LS AC GLOSS GREEN TONER 5LT;399.5;
15514;;LS AC GLOSS P O RED 5LT;529;
15516;;LS ACID CATALYST 800ML;60.5;
15517;;LS ACID CATALYST 200ML;22;
15519;;LS LACQUER THINNERS 200LT;4845.5;
15520;;LS LACQUER THINNERS 25LT;712;
15525;;LS AC PRIMER WHITE 200LT;10400;
15537;;LS ETCH PRIMER RED 200LT;7994.5;
15538;;LS ETCH PRIMER RED 20LT;894;
15539;;LS ETCH PRIMER RED 5LT;243;
15545;;LS ACID CATALYST 5LT;296;
15546;;LS QD SIGNAL RED 5LT;307;
15547;;LS AC GLOSS CARAMEL 20LT;1159.5;
15548;;LS AC GLOSS YELLOW OXIDE 25LT;1465.5;
15556;;LS QD P O RED 5LT;369;
15562;;LS AC MATT BLACK 20LT;1562;
15564;;LS AC MATT WHITE 200LT;9960;
15565;;LS AC MATT WHITE 20LT;1091;
15566;;LS AC MATT WHITE 5LT;292;
15567;;LS AC MATT WHITE 1LT;80.5;
15568;;LS AC MATT BLACK 5LT;410;
15573;;LS AC GLOSS BLUE 25LT;1761.5;
15574;;LS AC GLOSS BLUE 5LT;395;
15575;;LS AC GLOSS BLUE 1LT;102.5;
15576;;LS AC SATIN CLEAR 200LT;7430;
15577;;LS AC SATIN CLEAR 20LT;837.5;
15578;;LS AC SATIN CLEAR 5LT;229;
15579;;I/T PLASTERSKIM 750ML;34.5;
15581;;M/STAIN CGH PINE DOME CHES. 5L;166.5;
15587;;SEALER CLEAR;0;
15588;;REC HT WAXOL 1LT;0;
15589;;MOWILITH DHLR ZA KG;0;
15591;;LS AC GLOSS MID CHROME 25LT;1664;
15593;;LS FISH EYE ELLIMINATOR 5LT;602;
15594;;NAA KC DARK BROWN STAIN 1LT;103.5;
15601;;LS QD BLUE TONER 20LT;1184.5;
15602;;LS QD SIGNAL RED 20LT;1151;
15603;;LS QD WHITE 200LT;9811;
15606;;HT 2K THINNERS 5LT;133;
15608;;LS QD P O RED 20LT;1398.5;
15609;;LS ETCH PRIMER GREY 20LT;988;
15610;;LS ETCH PRIMER GREY 5LT;266.5;
15612;;NAA KC DARK BROWN STAIN 5LT;441;
15615;;LS AC GLOSS SCARLET TONER 25LT;1675.5;
15616;;LS QD SILVER 25LT;1246.5;
15617;;LS AC MATT CLEAR 25LT;1183;
15619;;LS AC SHEEN BLACK 25LT;1219.5;
15621;;LS QD BLACK 25LT;1128;
15622;;LS QD GREEN TONER 5LT;343;
15623;;LS QD BLUE TONER 5LT;315.5;
15624;;LS QD LEMON CHROME 5LT;355.5;
15625;;LS QD FAST RED 5LT;571.5;
15626;;LS QD YELLOW OXIDE 5LT;277.5;
15627;;LS QD MAROON 5LT;413.5;
15628;;LS QD MID CHROME 5LT;314.5;
15629;;LS QD SCARLET CHROME 5LT;367;
15630;;LS QD WHITE 25LT;1336.5;
15631;;LS QD CLEAR 5LT;241;
15632;;LS QD M F RED 5LT;324.5;
15633;;LS AC GLOSS P O RED 25LT;2430;
15634;;LS AC GLOSS RED OXIDE 25LT;1341.5;
15635;;LS AC GLOSS BURGUNDY 25LT;1787.5;
15636;;LS AC MATT BLACK 25LT;1834.5;
15639;;APPLICATOR BLACK;2.5;
15640;;LS QD GREEN TONER 1LT;91.5;
15641;;LS QD MID CHROME 1LT;85.5;
15642;;LS QD BLUE TONER 1LT;85.5;
15643;;W/B STAIN RED 500ML;0;
15644;;W/B STAIN ORANGE 500ML;0;
15645;;LS QD FORD BLUE 20LT;1093;
15647;;GLASS BOTTLE 750ML;9.5;
15650;;LS QD BLUE TONER 200LT;10903;
15651;;LS NC SANDING SEALER 200LT;9827.5;
15652;;LS A/THANE MED HARDENER 5LT;586;
15658;;C/S HAMMERTONE QD BLUE 20LT;987;
15659;;REC HT G P THINNERS 1LT;0;
15660;;REC HT BENZINE 1LT;0;
15661;;LS AC SEALER CLEAR 25LT;1051;
15662;;LS QD ALUMINIUM 25LT;1246.5;
15665;;CG1 WOOD GLUE 5KG;133.8;
15666;;CG1 WOOD GLUE 25KG;571;
15667;;CG2 WOOD GLUE 5KG;150.3;
15668;;CG2 WOOD GLUE 25KG;653.3;
15669;;LS QD DARK BRONZE 20LT;1207.5;
15670;;LS W/B CLEAR SATIN 1LT;0;
15679;;LS NC MATT BLACK 5LT;393;
15680;;SPECTACLE CLEAR ANTI SCRATCH;24;
15681;;LS AC GLOSS GREEN TONER 20LT;1519.5;
15683;;LS NY SHEEN WHITE 20LT;1456;
15684;;LS NY SHEEN WHITE 200LT;13617;
15685;;LS QD J D GREEN 5LT;324;
15686;;LS 2K TOPCOAT CLEAR 5LT;532;
15689;6004765114600;BRUSH - FIBREGLASS 150MM;90.5;
15690;;LS NY SHEEN CLEAR 20LT;1333;
15691;;LS NC SANDING SEALER 25LT;1340;
15692;;LS NC BUCCO GREY 200LT;8690.5;
15696;;LS AC GLOSS MID CHROME 20LT;1425.5;
15698;;LS AC GLOSS RED OXIDE 20LT;1167.5;
15699;;LS AC GLOSS RED OXIDE 5LT;311.5;
15700;;LS AC GLOSS P O RED 20LT;2038.5;
15701;;LS AC GLOSS BLUE 20LT;1503;
15702;;LS AC GLOSS BURGUNDY 20LT;1524;
15703;;LS AC GLOSS BURGUNDY 5LT;400.5;
15705;;LS QD M F RED 20LT;1220;
15706;;LS QD FORD BLUE 5LT;292.5;
15707;;LS QD ALUMINIUM 20LT;1091.5;
15708;;LS QD ALUMINIUM 5LT;292;
15709;;LS QD J D GREEN 20LT;1219.5;
15710;;LS QD GOLDEN YELLOW 20LT;1287;
15711;;LS QD GOLDEN YELLOW 5LT;341;
15712;;LS 2K DSW BLUE 5LT;401;
15713;;LS NC CLEAR 20LT;1411;
15714;;LS NC SATIN CLEAR 20LT;1043.5;
15715;;LS NC SATIN CLEAR 5LT;280;
15716;;LS NY SHEEN WHITE 5LT;383.5;
15717;;LS NY SHEEN CLEAR 5LT;353;
15718;;LS A/THANE MED HARDENER 1LT;161;
15719;;HT 2K THINNERS 1LT;38;
15720;;LS A/THANE FAST HARDENER 5LT;557;
15721;;LS A/THANE FAST HARDENER 1LT;124;
15722;;LS 2K MS PRIMER CREAM 5LT;448.5;
15723;;LS 2K MS PRIMER CREAM 1LT;123;
15724;;LS 1K ETCH FILLER PRIMER 5LT;675;
15725;;LS 1K ETCH FILLER PRIMER 1LT;171.5;
15726;;LS A/THANE BLACK 5LT;575;
15727;;LS A/THANE BLACK 1LT;150;
15728;;LS 2K TOPCOAT CLEAR 1LT;132;
15731;;LS ETCH PRIMER GREY 200LT;8935;
15733;;ZEL SPRAY INTER/ORANGE 400ML;68.5;
15734;;LS QD SIGNAL RED 25LT;1383.5;
15735;;LS QD SILVER 200LT;8712;
15736;;LS QD MID CHROME 25LT;1427;
15737;;LS QD SCARLET CHROME 25LT;1620;
15738;;LS QD P O RED 25LT;1630.5;
15739;;LS QD BLUE TONER 25LT;1428;
1574;;HT M E K THINNERS 25LT;855;
15740;;LS QD GOLDEN YELLOW 25LT;1599.5;
15741;;LS A/THANE MED SILVER 5LT;631;
15742;;LS QD FORD BLUE 25LT;1302.5;
15743;;LS QD J D GREEN 25LT;1406.5;
15744;;LS 2K TOPCOAT CLEAR 25LT;2446.5;
15745;;LS AC GLOSS GREEN TONER 25LT;1782;
15746;;LS AC GLOSS LEMON CHROME 25LT;1660;
15749;;LS ETCH PRIMER BLACK 25LT;1457.5;
15750;;LS QD MERCEDES CHASSIS RED 25L;1208;
15751;;HT ENAMEL THINNERS 200LT;4466;
15755;;W/B SEALER CLEAR 20LT;844.5;
15756;;HT WAXOL 25LT;614.5;
15761;;W/B H/S DIP DARK GREEN 25LT;750;
15762;;W/B H/S DIP COFFEE BEAN 25LT;681.5;
15763;;JETTESON W/B DIPPING GREEN 25L;996;
15764;;W/B H/S DIP YELLOW 25LT;721.5;
15765;;JETTESON W/B DIPPING WHITE 25L;1229.5;
15771;;LS A/THANE YELLOW OXIDE 5LT;536.5;
15772;;LS A/THANE SCARLET CHROME 5LT;754.5;
15773;;LS A/THANE MID CHROME 5LT;663;
15774;;LS A/THANE LEMON CHROME 5LT;901;
15775;;LS A/THANE GREEN 5LT;815.5;
15776;;LS A/THANE FAST RED 5LT;1575;
15777;;LS A/THANE BLUE 5LT;632;
15778;;LS 2K TOPCOAT CLEAR 500ML;70.5;
15795;;LS AC SHEEN LEWIS CREAM 200LT;10962;
15796;;W/B H/S DIP PALLET BLUE 25LT;836;
15798;;M/M MIXING CUP 0.385ML;7.2;
15800;;VCF DARK BROWN STAIN APS 20LT;797;
15803;;NAA JOHNSON BROS STAIN 5LT;282.5;
15804;;ZEL SPRAY BRIGHT SILVER 400ML;64;
15808;;CG PEACON STAIN 20LT;995.45;
15811;;LS PLASTIC PRIMER 1LT;242.5;
15818;;LS BASECOAT WHITE PEARL 1LT;315;
15824;;CG PINE DOME STAIN 20LT;689.83;
15826;;LS NY SHEEN WHITE 1LT;100;
15827;;LS NY GLOSS CLEAR 25LT;1498;
15830;;LS ETCH PRIMER RED 1LT;70;
15832;;LS AC MATT BLACK 1LT;106;
15834;;LS NC FINISHING WHITE 25LT;1930.5;
15838;;M/M MIXING CUP 750ML;11;
15839;;DEK B T YELLOW 5LT;0;
15840;;PROSTRUCT 541 RESIN FLOOR HDN;434.5;
15841;;PROSTRUCT 201 BITUMIN/PRIMER 5;306;
15845;;LS QD RED OXIDE 1LT;72.5;
15846;6003173000833;H/R SOLVENT 5LT;297.5;
15849;;W/B DIPPING COREGA BROWN 5LT;129;
15850;;LS A/THANE MED HARDENER 500ML;109.5;
15852;;LS 2K BUCCO WHITE 25LT;2676.5;
15853;;LS 2K BUCCO WHITE 5LT;534.5;
15855;;LS 2K ACCELERATOR 1LT;212;
15857;;LS QD MATT BLACK 5LT;232;
15860;;WOODOC ANTIQUE WAX 375ML;57;
15862;;JM W/B DIPPING MAHOGONY 200LT;6003.5;
15863;;JM W/B DIPPING BROWN 200LT;4176.5;
15864;;JM W/B DIPPING GREEN 200LT;4176.5;
15868;;LS QD CATERPILLAR YELLOW 25LT;1205.5;
15869;;LS QD LEMON CHROME 25LT;1563;
15870;;LS SPOT PUTTY 1KG;81;
15871;;LS RUBBING COMPOUND 250GM;30;
15872;;HT 2K THINNERS 200LT;4370;
15873;;JM W/B DIPPING WHITE 200LT;7569.5;
15875;;LS NC MATT BLACK 25LT;1750.5;
15877;;LS QD FAST RED 25LT;2643;
15879;;LS QD VINTAGE GREEN 20LT;1541.5;
15880;;LS QD VINTAGE GREEN 5LT;405;
15881;;DRUM DEPOSIT - PLASTIC 200LT;500;
15882;;LS QD LIGHT BRONZE 1LT;113;
15883;;LS QD LIGHT BRONZE 5LT;416;
15884;;LS QD DARK BRONZE 1LT;113;
15885;;LS QD DARK BRONZE 5LT;416;
15888;;MARS W/B DIPPING PINE V4 25LT;1260;
15889;;MARS W/B DIPPING TEAK 25LT;1379.5;
15890;;MARS DUCO T/COAT CLEAR 20LT;1369.3;
15891;;LS NC MATT CLEAR RFU 200LT;9786.5;
15892;;LS QD M F RED 25LT;1407;
15899;;LS A/THANE BALANCING CLEAR 5LT;478;
159;;DEK SILICA S150 KG;0;
15900;;LS A/THANE BRIGHT RED 5LT;1215;
15901;;LS A/THANE P O RED 5LT;726;
15902;;LS A/THANE RED OXIDE 5LT;582.5;
15903;;LS NC HV QUICKSAND PRIMER 200L;12246;
15904;;MEASURING BEAKER EMB. 100ML;38.5;
15906;;MEASURING JUG EMBOSSED 2LT;137;
15907;;HT LACQUER THINNERS REFILL 5L;112;
15913;;LS BODYFILLER MICROLITE 3.75KG;208;
15918;;LS QD YELLOW OXIDE 25LT;1172;
15924;;LS AC GLOSS LEMON CHROME 5LT;375;
15925;;LS QD CATERPILLAR YELLOW 5LT;284;
15926;;LS NY SHEEN CLEAR 25LT;1603.5;
15927;;LS QD SIGNAL RED 1LT;84;
15928;;LS QD LEMON CHROME 1LT;94;
15929;;LS QD GOLDEN YELLOW 1LT;91;
15930;;LS QD FORD BLUE 1LT;81;
15931;;LS NC HV QUICKSAND PRIMER 25LT;1647.5;
15934;;DEK RUST & METAL CREAM 20LT;1753;
15935;;CG AC GLOSS PEACH 20LT;1225.5;
15936;;CG AC CASKET IMBUIA 20LT;720;
15937;;NAA MIKES DOOR JAVA STAIN 20LT;1110;
15939;;NAA PIONEER MATCHING 20LT;1399;
15940;;LS BODYFILLER MICROLITE 5KG;332.5;
15941;;MOWILITH LDL 2555 W.ZA KG;0;
15942;;CAN - PLASTIC BUCKET WHITE 25L;66;
15945;;LS NC LV QUICKSAND PRIMER 200L;8383;
15947;;C/S SPEC 2K DHL YELLOW 5LT;576;
15948;6003064002304;DURAM NS7 HIGH HEAT BLACK 1LT;417;
15953;;LS QD UMTSHEZI BROWN 20LT;1387.5;
15960;;LS AC SATIN CLEAR 1LT;67;
15961;;LS A/THANE PASTEL 1LT;157.5;
15962;;LS A/THANE PASTEL 5LT;651.5;
15965;;FUNGICIDE ADDITIVE 100ML;21;
15966;;LS QD FINE BLUE 20LT;1460.5;
15969;;LS NC FINISHING BLACK 5LT;484;
15972;;JM W/B DIPPING BROWN 25LT;522;
15973;;LS QD VINTAGE GREEN 1LT;105;
15974;;M/M MEASURING STICK;37.6;
15976;;I/T FULL SKIM 18KG;662;
15977;;CG BLACK PENETRATING STAIN 5LT;319.8;
15978;;LS INDUST LACQUER IVORY 20LT;1785.5;
15979;;LS INDUST LACQUER WHITE 20LT;1619.5;
15980;;LS NC MATT CLEAR 20LT;1073;
15981;;W/B DIPPING WHITE 25LT;1345.5;
15982;;JETTESON W/B DIPPING BROWN 25L;996;
15983;;LS QD RED OXIDE 25LT;1057;
15984;;LS A/THANE PASTEL 20LT;2473;
15985;;LS NC SUPER MATT CLEAR 200LT;9626;
15987;;W/B H/S DIPPING CLEAR 5LT;326.5;
15989;;LS AC GLOSS CARAMEL 5LT;309.5;
15991;;LS AC GLOSS EST/UPH A/OAK 200L;10183;
15995;;LS QD ACTROS AXOR GREY 5LT;409.5;
15996;;LS QD AVAX BLUE 5LT;372;
15997;;LS QD AVAX BLUE 20LT;1474;
15998;;W/B VSH SALIGNA 2 25LT;848;
15999;;W/B VSH BRUSHING CHERRY 2 25LT;895.5;
16-10-005;6004596001322;DURAM ROOFKOTE WHITE 5LT;251.5;
16-10-020;6004596001728;DURAM ROOFKOTE WHITE 20LT;982;
16-31-005;600456001766;DURAM ROOFKOTE TERRACOTTA 5LT;251.5;
16-31-020;6004596001896;DURAM ROOFKOTE TERRACOTTA 20LT;946;
16-80-020;6004596001421;DURAM ROOFKOTE PACIFIC BLUE 20LT;946;
16000;;W/B VSH BRUSHING TEAK 25LT;848;
16001;;GOB LF9 MIXED DRIER KG;0;
16002;;GOB ACTICIDE SR1335 KG;0;
16003;;GOB ZIRCONIUM OCT 18% KG;0;
16004;;GOB GUM TURPENTINE KG;0;
16005;;GOB BR LINSEED OIL KG;0;
16006;;GOB UNI 655W RESIN KG;0;
16007;;GOB TINUVIN 5060 KG;0;
16008;;GOB SABUTOL KG;0;
16009;;GOB LIMONENE 1LT;0;
16011;;GOB SICOFLUSH RED KG;0;
16012;;GOB SICOFLUSH YELLOW KG;0;
16013;;GOB BLACK PASTE 15% BLPO1 PER  KG;0;
16014;;GOB CARTONS + DIVIDERS 500ML;0;
16015;;GOB CARTONS + DIVIDERS 5LT;0;
16016;;CAN - PLASTIC GOB 25LT;92;
16017;;CAN - PLASTIC GOB 5LT;12.9;
16018;;GLASS BOTTLE 500ML GOB;17.5;
16019;;GOB VELLUM 80GSM SHT;0.1;
16020;;GOB LABELS;0;
16021;;GOB O TERPENES/DELEMONENE KG;0;
16022;;GOB COBALT OCTATE 12% GR;0;
16023;;GOB METHANOL 1LT;31;
16024;;GOB ZINC NAPHTHANATE KG;35.7;
16025;;GOB SPS RED KG;0;
16026;;GOB NX 795 KG;0;
16027;;GOB VP 6135 KG;15;
16028;;GOB BYK 045 KG;0;
16029;;GOB NP9 KG;0;
16031;;GOB DANISH OIL ORIGINAL 100LT;0;
16032;;GOB LIQUID SHELLAC BLON. 200LT;0;
16033;;GOB PADDING LAC. BLONDE 200LT;0;
16034;;GOB PADDING LAC. ORANGE 200LT;0;
16038;;GOB DANISH OIL ORIGINAL 25LT;3649;
16039;;GOB DANISH OIL ORIGINAL 5LT;740;
16040;;GOB DANISH OIL ORIGINAL 500ML;102.5;
16041;;GOB DECK OIL HONEYSUCKLE 5LT;298;
16043;;GOB FURNITURE OIL 500ML;157;
16045;;GOB DECK OIL TEAK 5LT;276;
16047;;GOB DECK OIL EBONY 5LT;328;
16053;;GOB FURNITURE OIL 100LT;0;
16055;;GOB DECK OIL HAVANA 25LT;1237;
16056;;GOB WIPE ON VARNISH SATIN 100LT;0;
16057;;GOB DECK OIL ANTIQUE OAK 100LT;0;
16059;;GOB WIPE ON VARNISH SATIN 5LT;677;
16063;;GOB DECK OIL CHERRY 5LT;376;
16065;;GOB DANISH OIL LOW VOC 1KG;0;
16066;;GOB DECK OIL ANT/BROWN 100LT;0;
16067;;GOB DECK OIL EBONY 100LT;0;
16068;;GOB DECK OIL TEAK 100LT;0;
16071;;GOB DECK OIL CHERRY 100LT;0;
16072;;GOB DECK OIL HAVANA 100LT;0;
16073;;GOB FURNITURE OIL 5LT;1279;
16076;;GOB DECK OIL HONEYSUCKLE 100LT;0;
16078;;GOB DECK OIL SANDALWOOD 100LT;0;
16079;;GOB DECK OIL SANDALWOOD 25LT;1469;
16086;;GOB DECK OIL ANTIQUE OAK 500ML;76.5;
16087;;GOB DECK OIL EBONY 500ML;62;
16089;;GOB DECK OIL HAVANA 500ML;55;
16090;;GOB SHELLAC ORANGE 200LT;0;
16091;;GOB WHITE SPIRITS (KG);0;
16093;;GOB SHELLAC BLONDE 100LT;0;
16094;;GOB DECK OIL ANTIQUE OAK 5LT;479;
16095;;GOB DECK OIL ANT/BROWN 5LT;703;
16096;;GOB DECK OIL SANDALWOOD 5LT;304;
16097;;GOB WIPE ON VARNISH MATT 5LT;489;
16098;;GOB DECK OIL EBONY 25LT;1587;
16099;;GOB DECK OIL HONEYSUCKLE 25LT;1440;
16100;;GOB DECK OIL IMBUIA 5LT;356;
16101;;GOB VP 6082 KG;15.9;
16102;;GOB ACEMATT OK 412 KG;0;
16103;;GOB WATER KG;0;
16104;;IMPERON BLACK KG;0;
16105;;IMPERON RED KB KG;287;
16106;;IMPERON YELLOW KG;0;
16107;;GOB TUNG OIL KG;0;
16108;;SYLOID ED30 250GR;0;
16109;;GOB ACRYSOL RM-12W KG;0;
16110;;GOB ACRYSOL RM-2020 KG;82.4;
16111;;GOB SHELLAC FLAKES ORANGE KG;694;
16112;;IMPERON BLUE KG;0;
16113;;IMPERON DARK BROWN KG;0;
16114;;IMPERON GREEN KG;0;
16115;;GOB SHELLAC FLAKES BLONDE KG;292.4;
16118;;GOB BROWN OXIDE PASTE KG;0;
16119;;DEK BLACK OXIDE PASTE BLP02 20% 200LT;0;
16120;;GOB SHELLAC BLONDE 500ML;238;
16121;;GOB DECK OIL ANTIQUE OAK 1LT;103;
16122;;GOB GREEN STAIN KG;0;
16123;;GOB TUNG OIL BLEND 500ML;126.5;
16125;;GOB SHELLAC BLONDE 5LT;2094;
16126;;RUBBING COMPOUND 4LT;155.4;
16127;;GOB FURNITURE OIL 25LT;6345;
16137;;GOB MEKO KG;0;
16138;;GOB DECK OIL CORAL 100LT;0;
16139;;GOB DECK OIL CORAL 500ML;54;
16140;;GOB DECK OIL TEAK 500ML;56;
16141;;GOB DECK OIL IMBUIA 500ML;64;
16144;;GOB DECK OIL HONEYSUCKLE 500ML;59;
16145;;GOB LIQUID SANDPAPER 5LT;610.5;
16146;;GOB LIQUID SANDPAPER 500ML;89.5;
16148;;GOB DECK OIL HAVANA 5LT;258;
16149;;CAN - PLASTIC GOB 1LT;7.6;
16150;;GOB SHELLAC ORANGE 500ML;176;
16151;;GOB WIPE ON VARNISH MATT 200LT;0;
16152;;GOB WIPE ON VARNISH GLOSS 100LT;0;
16153;;GOB WIPE ON VARNISH GLOSS 5LT;641;
16154;;GOB WIPE ON VARNISH MATT 500ML;77;
16155;;GOB WIPE ON VARNISH SATIN 500M;96;
16156;;GOB WIPE ON VARNISH GLOSS 500M;93;
16157;;GOB SICOFLUSH BLACK KG;0;
16159;;GOB LEIS/FURN DANISH OIL 500ML;73.5;
16160;;GOB LEIS/FURN FURNIT/OIL 500ML;131.5;
16162;;GOB TROPIC DANISH OIL 500ML;73.5;
16163;;GOB TROPIC FURNITURE OIL 500ML;131.5;
16164;;GOB DECK OIL OREGON PINE 100LT;0;
16165;;GOB DECK OIL OREGON PINE 5LT;418.5;
16166;;GOB DECK OIL IMBUIA 25LT;1729;
16167;;GOB DECK OIL CORAL 5LT;255;
16169;;GOB DECK OIL MAHOGANY 1LT;73;
16171;;GOB DECK OIL CHERRY 500ML;66;
16172;;GOB DECK OIL BALI 5LT;435;
16173;;GOB LIQUID SANDPAPER 100LT;0;
16174;;GOB RUBBING COMPOUND KG;0;
16175;;GOB RECIPE DECK OIL BALI 5LT;0;
16176;;GOB DECK OIL WALNUT 500ML;60;
16177;;GOB DECK OIL EBONY 1LT;73;
16178;;GOB RECIPE DECK CHARTWELL BR 5;0;
16179;;GOB DECK OIL CHARTWELL BRN 5LT;430;
16182;;GOB DECK OIL WALNUT 5LT;318;
16184;;GOB DECK OIL ANT/BROWN 500ML;99;
16185;;GOB DECK OIL OREGON PINE 500ML;70.5;
16186;;GOB TUNG OIL PURE 5LT;1076;
16187;;GOB QD WHITE 1KG;0;
16189;;GOB DECK OIL CLEAR 25LT;1300.5;
16190;;GOB DECK OIL CLEAR 5LT;271;
16191;;GOB DECK OIL CLEAR 500ML;55.5;
16192;;GOB DECK OIL MAHOGANY 25LT;1593;
16193;;GOB DECK OIL MAHOGANY 5LT;329;
16194;;GOB DECK OIL MAHOGANY 500ML;62;
16196;;GOB DECK OIL SANDALWOOD 500ML;59;
16197;;GOB DECK OIL BASE 100LT;0;
16198;;GOB DECK OIL IMBUIA 100LT;0;
16199;;GOB DECK OIL CLEAR 100LT;0;
16200;;GOB DECK OIL ANT/BROWN 25LT;3464.5;
16201;;GOB DECK OIL BASE KG;0;
16202;;GOB DECK OIL ANTIQUE OAK 25LT;2345;
16203;;GOB DECK OIL CHERRY 25LT;1830;
16204;;GOB DECK OIL MAHOGANY 100LT;0;
16205;;GOB SHELLAC ORANGE 5LT;1526;
16206;;GOB WIPE ON VARNISH KG;0;
16207;;GOB L/F DANISH OIL 100LT;0;
16208;;GOB L/F FURNITURE OIL 200LT;0;
16209;;GOB METHANOL 5LT;121.2;
16210;;GOB TUNG OIL BLEND 100LT;0;
16211;;GOB TUNG OIL BLEND 5LT;981;
16212;;GOB DECK OIL IMBUIA 1LT;78;
16235;;GOB DECK OIL CORAL 25LT;1225;
1624;;PARAFFIN 5LT;77;
16249;;GOB DECK OIL OREGON PINE 25LT;2042;
1625;;PARAFFIN 25LT;361;
16250;;GOB DECK OIL MED BROWN 100LT;0;
16251;;GOB DECK OIL MED BROWN 25LT;3232;
16252;;GOB DECK OIL MED BROWN 500ML;94;
16253;;GOB DECK OIL MED BROWN 5LT;657;
16254;;GOB DECK OIL WALNUT 100LT;0;
16255;;GOB DECK OIL WALNUT 25LT;1539;
16256;;GOB DECK OIL OREGON PINE 1LT;90.5;
16259;;GOB ECO BOARD CARE OIL 100LT;0;
16260;;GOB ECO BOARDCARE OIL 25LT;3302;
16261;;CARTON WITH DIVIDERS (500ML);0;
16262;;CARTONS 5LT;0;
16263;;GOB TINUVIN MIX 292/1130 KG;0;
16264;;GOB TINUVIN 1130 KG;0;
16265;;GOB TINUVIN 292 KG;0;
16266;;GOB ECO BOARDCARE OIL 5LT;671;
16267;;GOB D & A H/SUCKLE STAIN 200LT;0;
16268;;GOB PARAFFIN 1KG;0;
16269;;GOB D & A H/SUCKLE STAIN 25LT;1236;
1627;;PARAFFIN 750ML;22;
16270;;GOB TROPIC DANISH OIL 5LT;452;
16271;;GOB P HONEYSUCKLE 25LT;1554;
16272;;GOB DANISH OIL ORIGINAL 1LT;155;
16274;;GOB DANISH OIL LOW VOC 100LT;0;
16275;;GOB DANISH OIL LOW VOC 25LT;2259;
16276;;GOB DANISH OIL LOW VOC 5LT;462;
16277;;GOB DANISH OIL LOW VOC 500ML;75;
16278;;GOB RECIPE PATINA POLISH 5LT;0;
16279;;GOB PATINA POLISH 5LT;869;
16280;;GOB PATINA POLISH 500ML;115;
16281;;GOB P HONEYSUCKLE 100LT;0;
16282;;GOB ECO BOARDCARE OIL 500ML;96;
16283;;GOB FURNITURE OIL 1LT;263;
16284;;GOB DECK OIL TEAK 1LT;62;
16285;;GOB DECK OIL TEAK 25LT;1328;
16286;;GOB DANISH OIL LOW VOC 1LT;100;
16288;;GOB DECK OIL CLEAR 1LT;61;
16289;;GOB DECK OIL HONEYSUCKLE 2LT;123;
16290;;GOB DECK OIL CLEAR 1KG;0;
16292;;GOB DECK OIL ANT/BROWN 1LT;148;
16293;;GOB TUNG OIL PURE 500ML;136;
16294;;GOB WHITE VINEGAR LT/KG;0;
16295;;GOB FURN REVIVER NF 100LT;0;
16296;;GOB FURN REVIVER NF 25LT;3095;
16297;;GOB FURN REVIVER NF 5LT;630;
16298;;GOB FURN REVIVER NF 500ML;92;
16299;;GOB FURN REVIVER NF 1LT;134;
16300;;GOB FURN REVIVER NF 2LT;255;
16301;;GOB SHELSOL A 1KG;0;
16302;;GOB DANISH OIL WS 100LT;0;
16303;;GOB DANISH OIL WS 25LT;1861;
16304;;GOB DANISH OIL WS 5LT;383;
16305;;GOB DANISH OIL WS 1LT;84;
16306;;GOB DANISH OIL WS 500ML;67;
16307;;GOB TUNG OIL PURE 100LT;0;
16308;;GOB DECK OIL MED BROWN 1LT;138;
16309;;GOB TUNG OIL BLEND 1LT;203;
16310;;GOB LIQUID SANDPAPER 1LT;129;
16311;;GOB SHELLAC ORANGE 1LT;326;
16312;;GOB P MAHOGANY 100LT;0;
16313;;GOB P MAHOGANY 25LT;1408;
16314;;GOB BP VIRGIN LINSEED OIL KG;0;
16315;;GOB VIRGIN DECK OIL CLEAR 200;0;
16316;;GOB VIRGIN DECK OIL CLEAR 25LT;1800.5;
16317;;GOB VIRGIN DECK OIL CLEAR 5LT;370;
16318;;GOB VIRGIN DECK OIL CLEAR 1LT;81;
16319;;GOB VIRGIN DECK OIL CLEAR 500M;65.5;
16320;;GOB TUNG OIL PURE 1LT;226;
16321;;GOB WIPE ON VARNISH SATIN 1LT;143;
16381;;GOB LIGHT DECK OIL HAVANA 5LT;245;
16382;;GOB LIGHT DECK OIL HAVANA 25LT;1172;
16383;;GOB LIGHT DECK OIL MAHOGANY 5LT;292;
16384;;GOB LIGHT DECK OIL MAHOGANY 25LT;1408;
16385;;GOB LIGHT DECK OIL MAHOGANY 100LT;0;
16386;;GOB LIGHT DECK OIL HAVANA 100LT;0;
16387;;GOB ECO BOARDCARE OIL 1LT;142;
16388;;GOB LIGHT DECK OIL CLEAR 100LT;0;
16389;;GOB LIGHT DECK OIL CLEAR 5LT;243.5;
16390;;GOB LIGHT DECK OIL CLEAR 25LT;1167;
16391;;GOB WIPE ON VARNISH GLOSS 1LT;135;
