Stock Code;Bar Code;Stock Description;Retail Price Incl.;Count
18543;6.00874E+12;NAD SPRAY MATT WHITE;51.5;
18544;6.00874E+12;NAD SPRAY FIRE ENGINE RED;51.5;
18545;;DEK QD STAR SILVER E29-3 5LT;362;
18546;;RYOBI ANGLE GRINDER 230MM;1286;
18547;;MG TURBOBRIGHT CLR SHEEN 200;6621.5;
18548;;MG TURBOBRIGHT BLACK GLOSS 25LT;949.5;
18549;;MG NC PRIMER WHITE 200LT;7807;
18550;;MAK DRILL HP1230;1455;
18552;;T/L DRAIN BLASTER;72.9;
18553;;DEK QD STAR BAT/SHIP GREY 200L;10264.5;
18554;;DOME JUMPER 0.5 JAV;4.1;
18555;;DOME JUMPER 0.75 JAV;5.1;
18556;6.00371E+12;ROOF PLASTERS BLACK 200MX3M;153;
18557;6.00371E+12;ROOF PLASTERS GREY 200MX 3M;153;
18558;6.00371E+12;ROOF PLASTERS T/COTTA 200MX3M;153;
18559;6.00371E+12;ROOF PLASTERS GREY 100MX3M;91;
18560;6.00371E+12;ROOF PLASTERS BLACK 100MMX 3M;91;
18561;6.00371E+12;ROOF PLASTERS T/COTTA 100MX 3M;91;
18562;;GLS RICE PAPER 20LT;1566;
18563;;CLEARANCE STOCK;20;
18564;;ZEL STRIPING KNIFE W/HNDLE 75M;34;
18565;;NAA L/EFFICACY COPPER 5LT;249;
18566;;NAA L/EFFICACY BRASS 5LT;281;
18567;;LS TINS 1LT;12;
18568;;MTS INSUL TPE F/PROOF GREEN;11.9;
18569;;NAA JOHN DORIES TAB/GREEN 5LT;458;
18570;;LS TINS 5LT;21;
18572;;T/L TROWEL POINTING 125MM;27.3;
18573;;LS AC GLOSS PINK (A.R) 25LT;2743.5;
18574;;LS AC GLOSS CLEAN BLUE 25LT;2257.5;
18575;;SHELF BRACKET 100MX125M ZEL;12;
18576;;SHELF BRACKET 200X250M BJ ZEL;28.6;
18577;;MG QD ENAMEL HV WHITE 25LT;1144;
18578;;DEK TRADE SUP/ACR KAYA CREAM 20LT;664.5;
18579;6.00756E+12;GEN NOVA 14 IMBUIA 1LT;161.5;
18586;;MTS HAMMER F/G 1.2KG;233.9;
18587;;MTS HAMMER BRICK F/G 700GR;168.4;
18592;;MTS RACO TOOL SET 4PC GARDEN;107.7;
18593;;MTS SAW BOW 900M;148.7;
18595;;MTS AXE HATCHET 91KG;134;
18596;6.00572E+12;RUW FENCING STAPLES 16M 500G;140;
18597;6.00572E+12;RUW FENCING STAPLES 20MM 500G;124.5;
18599;6.00572E+12;RUW WIRE NAIL 63 (500GR);36;
18600;6.00572E+12;RUW MEASURING TAPE HANDYMAN 3M;43;
18601;6.00572E+12;RUW MEASURING TAPE HANDYMAN 5M;58.5;
18602;6.00572E+12;RUW MEASURING TAPE HANDYMAN 8M;97.5;
18603;;RESP DBL THICK CARTRIDGE EACH;63;
18604;;RAKE PLAS LEAF W/COMP F18794;25;
18605;;LS WINDOW DIPPING PRIMER 200LT;9030;
18606;;RYOBI HOSE PIPE 30MX12M N/F;410;
18607;;RYOBI DRILL CORDLESS 18V 10M;1061.5;
18609;;R2/R24 BRASS SPLIT RING 30'S;27.5;
18610;;SPLICER FOR REGULAR TRACK EACH;7.5;
18613;;MACKIE HINGE BUTT BP 75MM 1PR;29;
18620;;MTS BOLT SLIDE OPEN BRASS 200M;249.5;
18621;;BROOM HANDLE PLASTIC COATING K;15.5;
18622;;ELECT FLOUR 5FT 58W OSRAM ARB;20;
18623;;LS A/THANE WHITE 1LT;125;
18624;;LS A/THANE WHITE 200LT;18229;
18625;;LS A/THANE WHITE 20LT;1917;
18626;;LS A/THANE WHITE 5LT;499;
18627;;LS QD WHITE 1LT;80;
18628;;LS QD WHITE 20LT;1075.5;
18629;;LS QD WHITE 5LT;288;
18630;;LS QD SILVER 1LT;74;
18631;;LS QD SILVER 20LT;965.5;
18632;;LS QD SILVER 5LT;261;
18633;;LS AC SHEEN CLEAR 200LT;7326.5;
18634;;LS AC SHEEN CLEAR 1LT;66.5;
18635;;LS AC SHEEN CLEAR 20LT;827;
18636;;LS AC SHEEN CLEAR 5LT;226;
18637;;LS AC GLOSS CLEAR 1LT;62.5;
18638;;LS AC GLOSS CLEAR 200LT;6574.5;
18639;;LS AC GLOSS CLEAR 20LT;752;
18640;;LS AC GLOSS CLEAR 5LT;207.5;
18641;;HT INDUSTRIAL METHS 750ML;32;
18643;;CG1 WOOD GLUE 1KG;42.4;
18644;;LS AC PRIMER WHITE 1LT;83;
18645;;LS AC PRIMER WHITE 20LT;1135.5;
18646;;LS AC PRIMER WHITE 5LT;303;
18647;;LS ETCH PRIMER BLACK 1LT;70;
18648;;LS ETCH PRIMER BLACK 200LT;7994.5;
18649;;LS ETCH PRIMER BLACK 20LT;894;
1865;;LS BASECOAT EXTRA FINE SILVER 5LT;1072;
18650;;LS ETCH PRIMER BLACK 5LT;243;
18651;;LS AC GLOSS WHITE 1LT;77.5;
18652;;LS AC GLOSS WHITE 200LT;9396;
18653;;LS AC GLOSS WHITE 20LT;1034;
18654;;LS AC GLOSS WHITE 5LT;278;
18655;;LS AC GLOSS BLACK 1LT;79;
18656;;LS AC GLOSS BLACK 20LT;1055;
18657;;LS AC GLOSS BLACK 5LT;283;
18658;;LS AC GLOSS YELLOW OXIDE 1LT;90;
18659;;LS AC GLOSS YELLOW OXIDE 20LT;1266.5;
18660;;LS AC GLOSS YELLOW OXIDE 5LT;336;
18661;;SILKWOOD GOLDEN BROWN M2 5LT;513.5;
18662;;LS AC MATT CLEAR 1LT;70;
18663;;LS AC MATT CLEAR 200LT;7994;
18664;;LS AC MATT CLEAR 20LT;894;
18665;;LS AC MATT CLEAR 5LT;243;
18666;;LS AC SEALER CLEAR 1LT;68;
18667;;LS AC SEALER CLEAR 200LT;7605;
18668;;LS AC SEALER CLEAR 20LT;855;
18669;;LS AC SEALER CLEAR 5LT;233;
18670;;LS AC SHEEN BLACK 1LT;79.5;
18671;;LS AC SHEEN BLACK 20LT;1070;
18672;;LS AC SHEEN BLACK 5LT;287;
18673;;LS AC SHEEN WHITE 1LT;78.5;
18674;;LS AC SHEEN WHITE 200LT;9584;
18675;;LS AC SHEEN WHITE 20LT;1053;
18676;;LS AC SHEEN WHITE 5LT;283;
18677;;LS ETCHCOTE GREY 1LT;88;
18678;;LS ETCHCOTE GREY 200LT;11383;
18679;;LS ETCHCOTE GREY 20LT;1233;
18680;;LS ETCHCOTE GREY 5LT;327.5;
18681;;LS NC FINISHING WHITE 1LT;105.5;
18682;;LS NC FINISHING WHITE 20LT;1555;
18683;;LS NC FINISHING WHITE 5LT;408;
18684;;LS NC HV QUICKSAND PRIMER 1LT;93;
18685;;LS NC SANDING SEALER 1LT;80;
18686;;LS NC HV QUICKSAND PRIMER 20LT;1319;
18687;;LS NC HV QUICKSAND PRIMER 5LT;349;
18688;;LS NC SANDING SEALER 20LT;1077;
18689;;LS NC SANDING SEALER 5LT;289;
18690;;LS QD RADIATOR BLACK 20LT;813.5;
18691;;LS QD RADIATOR BLACK 5LT;223;
18692;;LS QD BLACK 1LT;71.5;
18693;;LS QD BLACK 200LT;8242;
18694;;LS QD BLACK 20LT;918.5;
18695;;LS QD BLACK 5LT;249;
18696;6.00572E+12;RUW 5M CERAMIC TILE BIT CARDED;97;
18698;;HT 2 LACQUER THINNERS 200LT;4211;
18699;;HT 2 LACQUER THINNERS 25LT;623;
18700;;HT 2 LACQUER THINNERS 5LT;130;
18701;;HT 2 LACQUER THINNERS 750ML;32;
18702;;HT ACETONE 1LT;30.5;
18703;;HT ACETONE 210LT;3670;
18704;;HT ACETONE 25LT;533;
18705;;HT ACETONE 5LT;111.5;
18706;;HT BENZINE 1LT;26;
18707;;HT BENZINE 210LT;2678;
18708;;HT BENZINE 25LT;415;
18709;;HT BENZINE 5LT;88;
18710;;HT WHITE SPIRIT (TURPS) 200LT;3020;
18711;;HT WHITE SPIRIT (TURPS) 25LT;475;
18712;;HT WHITE SPIRIT (TURPS) 5LT;99.5;
18713;;W/B DYE SOLUTION GREEN 1LT;0;
18714;;HT M E K THINNERS 210LT;5913;
18715;20066771683;RUSTO HI HEAT - SILVER 340G;141.5;
18716;;PMB W/B 65 SPRAY CR/WASH 5LT;265;
18717;;D/B JOINTFIX GREY 310ML;41;
18718;;HT METHANOL 210LT;2150;
18719;;FORCE CUP RUBBER WIT HNDL 150M;24;
18722;;BOLT FASCOR ANCHOR 12X105 20M;14;
18723;;BOLT FASCOR ANCHOR 16X135 25MM;32;
18724;;LS QD SIGNAL RED 200LT;10567;
18725;;ALN SKI ROPE POLYETH 12MX30M;87.5;
18726;;SKIRTEX BULL NOSE 69MM;165;
18727;;M/M PLASTIC APPLICATOR SET;65;
18728;;DEKAROOF PLATINUM 20LT;1110.5;
18729;;ULTRADEK DESERT SAND 20LT;1629;
18730;;LS UNIV. INT/EXT YELLOW 5LT;1872;
18731;;LS UNIV. INT/EXT BLACK 5LT;1872;
18732;6.00874E+12;NAD BODY AND SEEMSEALER 1LT;108.5;
18733;6.00572E+12;RUW 6M TURBO CONCRETE DRILLBIT;65.5;
18735;;MG TURBOBRIGHT CLR MATT 200LT;6621.5;
18736;18736;BACKING PAD RUBBER 125M WHD;33;
18737;;LS AC SHEEN TSF WHITE 20LT;984.5;
18740;;ARBORCOAT K/H 50 MAHOGANY 20LT;1453.5;
18741;;ARBORCOAT G/M BLACK STAIN 20LT;616;
18742;;ARBORCOAT G/M 80 WHT SATIN 20L;1111.5;
18743;;ARBORCOAT G/M 10 ASH TO OAK 20LT;634.5;
18744;;ARBORCOAT G/M 10 W/WALNUT 20LT;691.5;
18745;;ARBORCOAT G/M 60 CLEAR SATIN 20LT;1150;
18746;;SIGMACOVER 280 PRIMER + CAT 5L;659;
18747;;LAG PRESSURE POT GASKET;240;
18748;;PMB IND/LAC SATIN BLACK RFU 5L;293;
18749;;NUNGU GALV IRON ANISEED 5LT;395.7;
18750;;MTS LEVEL 2 VIAL 400MM SPIRIT;173.5;
18751;;MTS LEVEL 2 VIAL 600MM SPIRIT;219;
18752;;ARBORCOAT T/CON 10 MERANTI 20L;674.4;
18753;;ARBORCOAT T/CON 10 OREGON 20LT;606.5;
18754;;ARBORCOAT T/CON 10 IMBUIA 20LT;690.3;
18755;;ARBORCOAT T/CON 60 C/SATIN 20L;977.6;
18756;;TIMBERCON ACRYLIC ROOF GREY 20;1047;
18757;;MG HW CATALYST 5LT;253;
18758;;MG TURBOBRIGHT BLACK GLOSS 200LT;7594;
18759;;HOSE CLAMP GS20 19-44MM MTS;6.2;
18760;;HOSE CLAMP GM4 6-17MM MTS;3;
18761;;MTS BLADE JIGSAW 5PC METAL;83;
18762;;MTS HAMMER SCUTCH COMB FAULD;2.8;
18764;;L/C INSULATION TAPE 18X20;22.5;
18765;;L/C LAMP QI 150WT 78MM;49;
18766;;L/C GLOBE CLEAR 40W;18.5;
18767;;L/C PYGMY CLEAR 15W;23.7;
18768;;L/C PLUG TOP PVC WHT/BLK 16A;16.5;
18769;;L/C PLUG TOP RUBBER 16A;21.5;
18770;;L/C ADAPTOR 3X16A;40;
18771;;L/C ADAPTOR EURO 1X 5A;13;
18772;;L/C COUPLER RUBBER DBL 16A;31;
18773;;L/C SWITCHED SOCKET OUTLET DBL;110;
18774;;L/C SWITCH LEVER 1 - 1 WAY;33;
18775;;L/C SWITCH DISCONNECTOR 2 POLE;134;
18776;;KIR HOOKS NYLON PLEAT ADJ 10'S;24;
18777;;L/C FLOURESCENT STARTER 80WT;5;
18778;;LS MOF 2K MATT WHITE 5LT;589.5;
18779;;MTS TROWEL POINT W/HNDL 200MM;40;
18780;;CLEARANCE KNIFE BLADES 10PC;17.5;
18781;6.00471E+12;SIKA SEALOFLEX WHITE 5LT;365;
18783;;LS QD MATT BLACK 1LT;68;
18784;;LS QD RADIATOR BLACK 1LT;66;
18785;;AC DIAMOND GLOSS 5LT;206.5;
18786;;LS ETCH PRIMER WHITE 5LT;350;
18788;;LS NY GLOSS CLEAR 1LT;77;
18790;;GLASS PLATE- SLOTTED 38M;3;
18792;;DEK WETTING AGENT 0.5;0;
18793;;DEK QD GOLDEN YELLOW 200LT;12528.6;
18794;18794;HT ENAMEL THINNERS 5LT;138;
18795;18795;HT ENAMEL THINNERS 750ML;33.5;
18796;18796;HT ENAMEL THINNERS 25LT;666;
18797;;T/C SCREWDRIVER 6X100MM;27.5;
18798;;PRATLEY PUTTY STD WHITE 125GR;52;
18799;6.0096E+12;POWAFIX AQUASHIELD CHARCOAL 5L;439;
18801;;STEEL WOOL 200G (A);20.5;
18802;;ARBOTHANE - FG 100 MATT 20LT;1932.3;
18803;;G-DECK OIL MAHOGANY 5LT;312;
18804;;L/C ADAPTOR SHUKO(2 PIN ROUND);15.5;
18805;;L/C CABLE TIE NATURAL 2.5X100;14.5;
18806;;L/C CABLE TIE NATURAL 3.5X148;30;
18807;;L/C EXT CORD 16A 3M (W);86;
18808;;L/C ADAPTOR 1 X 16AMP 2 X 5AMP;30;
18809;;L/C GRID PLATE BLANK G010-P(4);25.5;
18810;;L/C CABLE TIE BLACK 4.7X305;70;
18811;;T/C DISC FACE OFF & ARBOR 100M;136.5;
18812;6.00968E+12;T/C DISC FACE OFF & ARBOR 125M;139;
18814;;MTS FLOAT WOODEN ROSEMAT;19.5;
18815;;MTS TROWEL POINT W/HNDL 125MM;36;
18817;;THREADED ROD EL/GALV M16X1M;78;
18818;;CAP 15:1 AIRLESS PUMP RECON;7207;
18819;;DEK MASONRY PUB/STONE 20LT PJ;2679;
18820;;GLASS FIBRE PIGMENT BLACK GRAM;0.1;
18821;;GLASS FIBRE PIGMENT MOSS GREEN;0.2;
18822;;GLASS FIBRE PIGMENT SIG RED GR;0;
18823;;GLASS FIBRE PIGMENT GLDN YELLO;0;
18824;;ARBORCOAT G/M 10 WALNUT 20LT;634.5;
18825;;GLS SGE CREAM 20LT;1566;
18826;;GLS SGE RICH BROWN 20LT;1566;
18827;;HAMMER HANDLE CLUB 280MM WHD;15;
18828;;HAMMER HANDLE CLUB 250MM WHD;15;
18830;;LA BSP HYD ADAPTER;36;
18831;;LA SOCKET 207P4;26.5;
18832;;LA WE10L 1/4 NPT;114;
18833;;MG NC PRIMER WHITE 5LT;257;
18834;;RAKE MAKULU LEAF COMP;27;
18835;;CLEARANCE STOCK - LOCKS;80;
18836;;L/C GLOBE 60WT BC;25.5;
18839;;L/C WELL GLASS FITTING 100W;33;
18840;;L/C LAMP 2PIN 2DX16WT COOL WHT;52.5;
18841;;L/C BULK HEAD RECTANG BC 60W;48.5;
18842;;L/C LAMP EASYLIGHT COMP + 60WT;45;
18843;;L/C SWITCHES 1 WAY WEATH/PROOF;133;
18844;;L/C GALLERY ECONO 150M (6INCH);23.5;
18845;;L/C GALLREY PVC 150M (6INCH);11.5;
18846;;L/C GALLERY ECO 200M (8INCH);26;
18847;;L/C GALLERY PVC 200M (8INCH);13.5;
18848;;L/C SWITCH DAY/NIGHT GT20C 15A;207.5;
18849;;L/C CABTYRE PVC 15X3 CORE- WHT;13.5;
18850;;L/C ADAPTOR 1X5A 1 ROUND;20;
18851;;L/C ADAPTOR 3X16A + SURGE ADPT;43;
18852;;BATH CHAIN PRE PACK;11;
18853;;BASIN CHAIN PRE PACKED;11.7;
18855;;MTS SCISSOR HOUESHOLD 215MM;41;
18856;;D/B WOODFLEX OAK 300ML;54;
18857;;D/B WOODFLEX BEECH 300ML;54;
18858;;D/B WOODFLEX CHERRY 300ML;54;
18859;;D/B WOODFLEX IMBUIA 300ML;54;
18860;;CAP AIRLESS GUN ONLY;2821.5;
18861;;SCOTCHBRITE PAD V/FINE 134X240;17;
18863;;HT ETCH PRIMER THINNERS 5LT;134.5;
18864;;HT ETCH PRIMER THINNERS 750ML;32.5;
18865;;M/M D/SIDED MOP POLISHING 230M;281;
18866;;HT EPOXY THINNERS 25LT;648.5;
18867;;HT EPOXY THINNERS 5LT;134.5;
18868;;HT EPOXY THINNERS 750ML;32.5;
18869;;HT SUPER GLOSS THINNERS 200LT;4434;
18870;;HT SUPER GLOSS THINNERS 25LT;648.5;
18871;;HT SUPER GLOSS THINNERS 5LT;134.5;
18872;;HT SUPER GLOSS THINNERS 750ML;32.5;
18873;;MG NC PRIMER WHITE 25LT;904.5;
18875;18875;LS QD EL/ASSEM OLIVE GREEN 5LT;363;
18876;18876;LS 2K EL/ASSEM OLIVE GREEN 5LT;759;
18878;;L/C GLOBE 60WT ES;21;
18879;;L/C ADAPTOR 1+2X5A;29;
18880;;DEK TEXTURE COAT PUB/HOUSE 20L;923.5;
18881;;LS SPECIAL MAHOGANY STAIN 25LT;1059;
18882;;NATFURN NC PRIMER WHT RFU 200L;6577.5;
18883;;NATFURN NC PRIMER TAUPE RFU 20;953.5;
18884;;NATFURN NC PRIMER SHAY GREY RFU 20LT;953.5;
18885;;NATFURN SAND/SEALER BLK RFU 20LT;1051.5;
18886;;NATFURN W/B PATINA BLACK 5LT;285.5;
18887;;DEK BLACK OXIDE CATHY POWDER BA33 KG;0;
18888;;DEK MONO ETHYLENE GLYCOL LT;0;
18893;;NAA NATFURN ANT/WALNUT STN 5LT;292;
18894;;LS QD EXP/SIGN DK VINYL BLUE 5LT;439;
18895;6.00572E+12;RUW MALLET RUBBER 900G;126.5;
18896;;RUW PLIER 180MM CIRCLIP IN/BEN;87;
18897;;MG UNISOLVE BLACK SP1 5KG;1576.5;
18898;;PMB W/B VAC STYLISH DK/BRN 25L;874.5;
18899;;PMB W/B VAC STYLISH OREGAN 25L;795;
1890;;RED ENERGYSAVER 8W;10;
18900;;M/M MZ2000 S/FEED GUN + NOZZLE;400;
18902;6.00477E+12;BRUSH - ENSIGN ANGLED 63MM;71.5;
18903;;GT STRIP 101 5LT;318.5;
18904;;D/B WOODFLEX PINE 300ML;54;
18905;6.00174E+12;ALCOLIN SPRAY ADHESIVE 500ML;173.5;
18906;;DEK WALLFLEX DEEP 20LT;1686;
18907;;JM W/B DIPPING BLUE 25LT;1044.5;
18908;;MG NC PRIMER WHITE 20LT;882;
18909;;DEK TECHNOCEL 1000;0;
18912;;NATFURN W/B PATINA BLACK 20LT;1075.5;
18913;;ARBORCOAT 35 CLEAR 5LT;455;
18914;;PMB IND/LAC ENG WALNUT RFU 5LT;418;
18916;;LS KELWOOD STONECHIP WHITE 5LT;290.5;
18917;;DEK ALCOGUM SL950;0;
18918;;ARBORCOAT 80 SATIN WHITE 5LT;554;
18919;;ARBORCOAT 70 SATIN CLEAR 5LT;416;
18922;6.00874E+12;NAD SPRAY SATIN BLACK;51.5;
18923;6.00874E+12;NAD D/SIDED TAPE 3X18MX500MT;12.5;
18924;;ARBORCOAT K/H 50 BLUE DIP 20LT;1453.5;
18926;;PROSTRUCT 526 W/PROOF SKIM 25K;759.5;
18927;;MTS KNIFE CUTER BLADE 8PT 10PC;25.5;
18928;;MTS KNIFE CUTTER SET 2PC;33;
18929;;G-DANISH OIL 1LT;117;
1892BOX;;PL TESTER POT (PASTEL) PER BOX;0;
18930;;G-DECK OIL MAHOGANY 1LT;71;
18931;;G-FURNITURE OIL 1LT;214;
18932;;G-FURNITURE REVIVER 1LT;107;
18933;;G-LIQUID SANDPAPER 1LT;129;
18934;;G-SHELLAC ORANGE 1LT;295;
18935;;G-WIPE ON VARNISH GLOSS 1LT;104;
18936;;G-DECK OIL MAHOGANY 500ML;56;
18937;;LS 2K TOPCOAT SATIN CLEAR 20LT;2343;
18938;;ARBOTHANE - FG 100 SILK 20LT;1932.3;
1893BOX;;PL TESTER POT (DEEP) PER BOX;0;
18940;;REC HT BUTYL OXITOL 1LT;0;
18941;;NAA MAHOGANY MATCHING 20LT;702;
18946;;PROSTRUCT 530 CARBOMASTIC 15;2171;
18947;;ARBORCOAT 70 SATIN CLEAR 20LT;1311;
18948;;HOSE CLAMP GM4 UNICLIPS NASA;5;
18949;;HM DECK OIL APS 5LT;485;
1894BOX;;PL TESTER POT (TRANSPARENT) PER BOX;0;
1895;;L/C GLOBE 36W T8 4FT COOL WHTE;19;
18950;;ARBORCOLOUR 7 TRELL BROWN 20LT;473.1;
18952;;NAA TAMTAMU ANTIQUE BROWN 5LT;388;
18953;;NAA TAMTAMU HAVANA 5LT;189;
18954;;T/C BATTERY MAX D 2PK ENERGIZ;77;
18955;;PMB IND/LAC COFFEE BEAN RFU 5L;410;
18956;;NUNGU DECK OIL BURNT UMBER 5LT;367.5;
18957;;ARBORCOAT 50 FD BROWN DIP 20LT;930.5;
18958;;DEK TERGITOL NP9;0;
18959;;DEK COMMET MIXED DRIER PLF-10;0;
18960;;TIMBERCON DIP OIL MED/OAK 200L;11309;
18961;;TIMBERCON DIP OIL MED/OAK 20LT;1216;
18962;;PROSTRUCT 150 VANDEX PLUG 15KG;1607.5;
18964;;LS QD JUPIDEX L/SPREAD GREEN 1;104.5;
18965;6.00379E+12;BRUSH - WIRE WOOD BLOCK (A) F4201;41.5;
18966;;ARBORDECK 5LT;417;
18967;;ARBORCOAT K/H 50 GREEN 20LT;1368;
18968;;PMB W/B 65 SPRAY SATIN BLACK 5LT;240;
18969;;PMB IND/LAC SATIN DOVE GREY 5L;451;
18970;;IRON OXIDE YELLOW SP608 KG;0;
18971;;LA 125HBL54 HOSE BARB;36.5;
18973;;MTS LEVEL 3 VIAL 600MM 60227;113;
18974;;MTS LEVEL 3 VIAL 900MM 60229;139;
18975;;MTS LEVEL 3 VIAL 1200MM 60231;128;
18976;;MEA/TAPE P/LOCK 8X25MM STANLEY;281;
18977;;LS QD CATO MER CHASSIS RED 5LT;346.5;
18978;6.00471E+12;SIKA CEMFLEX 1LT;164;
18979;;LS QD JUPIDEX L/SPREAD GREY 1L;104.5;
1898;;MTS ELEC GLOBE 60W BC OSRAM;15.7;
18980;;NAA NATFURN COMFY LEG STAIN 20;665.5;
18981;;ARBORCOAT 80 SATIN WHITE 20LT;1712;
18985;;ROLLER HANDLE 50MM F6001;9;
18987;;ARBORCOAT K/H 50 CLEAR 20LT;1341;
18989;;LS QD JUPIDEX BAILER ORANGE 5L;446;
1899;;L/C GLOBE 58W T8 5FT COOL WHTE;21.5;
18990;;CAP 30:1 PAILMOUNT PUMP ONLY;11628;
18991;;CAP L/G PAINT SPRAYER COMPLETE;33100;
18992;;CAP IN + OUTET FITTER;220;
18993;;MG DURAGLAZE CATALYST 5LT;193;
18994;;LS QD FSFM ABAC BLUE 5LT;333;
18996;;NAA N/F TOBACCO RAG STAIN 100L;5152;
18997;;PMB W/B DESIGN ESSENT DARK 25L;721;
18998;;PMB W/B DESIGN ESSEN LIGHT 25L;371;
18999;;L/C LENS CLEAR MIRAGE E27 60W;172;
19000;;L/C LENS CLEAR MIRAGE 2D 16W;180;
19001;;L/C EXT CORD 10A 5M 1.0MM WHTE;93;
19002;;L/C EXT CORD 10A 10M (W);156;
19003;;L/C EXT CORD 10A 3M (W);68.5;
19004;;L/C MULTIPLUG 4X16A + 4X5A;129;
19005;;L/C MULTIPLUG 3X16A + 3X5A;158.5;
19006;;L/C MULTIPLUG 5 WAY 5X16A;84;
19007;;L/C CABLE TIE BLACK 7.8X388;86;
19008;;MTS SECATEUR RATCHET H/D RT53;223;
19012;;ZEL SPANJAARD COPPER A/S 400ML;147.5;
19013;6.00371E+12;ROOF PLASTERS RED 200M X 3M;153;
19014;6.00371E+12;ROOF PLASTER RED 100MMX 3M;91;
19015;;MTS BLADE DIAM TURBO MARB 115M;42.7;
19016;;BROOM - 11293 COL/BORDER W/BAC;74;
1902;;ELECT GLOBE 100W ES OSRAM;15.6;
19022;;SHEEPSKIN CORNER ROLLER 8062 (K);54.5;
19023;;SHEEPSKIN ROLLER 230M (K) 8014;99;
19024;;ROLLER GUTTER/ROOF TILE  (K) 8063;180.5;
19025;;ROLLER CORRUGATED ROOF (K) 8064;209.5;
19026;;ROLLER PALLISADE (K) 8065;185;
19027;;ROLLER IBR BROAD VALLEY (K) 8066;218;
19028;;ROLLER IBR (K) 8067;70;
19029;;ROLLER IBR NARROW FLUTE (K) 8067;218;
19030;;MAGIC MITTEN (K);187.5;
19031;;APPLICATOR PAD WOOD BLOCK KH 8104;96.5;
19032;;APPLICATOR PAD CALICO BACK KH 8105;111.5;
19033;;BUFFING PAD 180MM  (K) 8073;114.5;
19035;;SHEEPSKIN REFILL 50MM  (K) 8001;18;
19036;;DEK TITANIUM DIOXIDE KG;74;
19037;;LS A/THANE FAST RED 1LT;363.5;
19038;;T/C FLAP WHEEL 60X40X6M   60GT;40;
19039;;T/C FLAP WHEEL 60X40X6M  80GT;38;
19040;;MTS WEATHER STRIP 3X12X5 BLACK;17;
19041;;POWABITT POZI NO1 LONG;24;
19042;;DEKATEX MARITZBURG STONE 5LT;285;
19043;;ARBORCOAT 10 STAIN 5LT;179.5;
19044;;REC WOODDECK OIL TEAK 1LT;0;
19045;;REC WOODDECK OIL CLEAR 1LT;0;
19046;;REC ACRYLIC GLAZE MATT 1LT;0;
19047;;REC LS FURNCOAT SATIN WHITE 1L;0;
19048;;PMB IND/LAC ROSEWOOD 5LT;644;
19049;;ARBORCOAT T/CON LT OAK 5LT;431;
19050;;ARBORCOAT 80 SATIN PASTEL 20LT;1858;
19051;19051;BROOM PINK PLASTIC CWH (K);33;
19052;19052;SHEEPSKIN REFILL 230M (K) 8004;78.5;
19054;6.00477E+12;ROLLER HANDLE 225MM  (H);17.5;
19055;;L/C EXT CORD 16A 5M (W);120.5;
19056;;L/C EXT CORD 16A 10M (W);210.5;
19057;;L/C WALL BOX 100MX50MX50M;10;
19058;;L/C WALL BOX 100MX100MX50M;12;
19060;;SAW BOW LASHER 530MM WHD;133;
19061;;SAW BOW LASHER 600MM WHD;159;
19062;;SAW BOW LASHER 750MM WHD;163;
19063;;HOSE CLAMP UNIVERSAL S/S GM4;38;
19064;;SHOVEL SQUARE MOUTH MC2 WHD;197;
19065;;MACHETE POLY HANDLE 302 WHD;78.5;
19066;;SAW BOW BLADE LASHER 530MM WHD;31;
19067;;SAW BOW BLADE LASHER 900MM WHD;42;
19068;;SAW BOW BLADE LASHER 750MM WHD;36.5;
19069;;GLS BUFF 5LT;400.5;
19070;;ROLLER HANDLE 225MM  (A);15;
19071;;MG AC PRIMER WHITE 200LT;8598;
19072;;BRUMMER W/F NATURAL OAK 500GM;23;
19073;6.0096E+12;POWAFIX SUGAR SOAP 500GM;23.5;
19074;;L/C COUPLER DOUBLE PVC BLACK;23.5;
19075;;LS 2K JUPIDEX KV RED 5LT;781;
19076;;RYSTIX W/B ARMADEK CLEAR 5LT;565;
19077;6.00965E+12;RYSTIX W/B ARMADEK MAHOGANY 5L;565;
19078;;ARBORCOAT K/H 50 AC BLUE 20LT;1003.2;
19079;;DEKAROOF MSM UNI GREY 20LT;1110.5;
19080;;L/C SWITCHED SOCKET OUTLET SGL;81;
19081;;L/C GLOBE 100W E27 CLEAR;25.5;
19085;;SKIRTEX BULL NOSE 44MM;116;
19086;;SKIRTEX BULL NOSE 95MM;223;
19087;;SKIRTEX BULL NOSE 115MM;273;
19088;;SKIRTEX BULL NOSE 145MM;314;
19089;;SKIRTEX QUARTER ROUNDS;39;
19090;;SKIRTEX ARCH 44MM;116;
19091;;SKIRTEX ARCH 69MM;165;
19092;;SKIRTEX ARCH 95MM;223;
19093;;SKIRTEX ARCH 115MM;273;
19094;;SKIRTEX ARCH 145MM;314;
19095;;BLAZE CHARCOAL 5KG;35;
19096;;LS STAIN BLOCK WHITE 20LT;1288;
19104;;MG NC PRIMER WHITE RFU 5LT;192.5;
19105;;LS FURNCOAT MATT WHITE RFU 5LT;309;
19106;;PMB IND/LAC KIAAT 5LT;371;
19107;;DEK WALLFLEX WHITE 20LT;1454;
19108;;MTS TROWEL BRICK W/HNDL 250MM;59.5;
